కృష్ణాష్టమి	krishnashtami
ధనియాలను	dhaniyalanu
కషాయంగా	khashayamga
కాచుకుని	kachukoni
అందులో	andulo
పంచదార	panchadara
కలిపి	kalipi
తాగితే	tagite
అతి	ati
దాహం	daham
తగ్గుతుంది	taggutundi
-	-
ధనియాలు	dhaniyala
చూర్ణం	choornam
పంచదార	panchadara
కలిపి	kalipi
బియ్యపు	biyyapu
కడుగు	kadugu
నీటితో	neetitho
తీసుకుంటే	teesukunte
శ్వాస	swasha
కాసలు	kosavyadhulu
తగ్గుతాయి	taggutai
-	-
ధనియాలు	dhaniyalu
శొంఠి	shonti
కలిపి	kalipi
కషాయం	kashayam
తీసుకుని	tisukoni
సేవిస్తే	seviste
అజీర్ణం	ageernam
తగ్గుతుంది	taggutundi
-	-
ధనియాల	dhaniyala
కషాయంలో	kashayamlo
పంచదార	panchadara
కలిపి	kalipi
తాగితే	tagite
మంచి	manchi
నిద్ర	nidra
వస్తుంది	vastundi
-	-
ధనియాలు	dhaniyalu
జీలకర్ర	jillakarra
మిర్చి	mirchi
కరివేపాకులను	karivepakulanu
నేతిలో	nethilo
వేయించి	veyinchi
ఉప్పు	uppu
కలిపి	kalipi
భద్రపరిచి	badraparachi
ప్రతిరోజూ	pratiroju
అన్నంతో	annamtho
తింటే	tinte
రుచి	ruchi
పెరుగుతుంది	perugutundi
</s>	</s>
ఆగష్టు	august
1	1
ఏ.బి.కె. ప్రసాద్	a.b.k.prasad
ఆంధ్రప్రదేశ్	andhra pradesh
అధికార	adhikara
భాషా	bhasha
సంఘం	samgam
మాజీ	maji
అధ్యక్షుడు	adhyakshudu
</s>	</s>
ఆంధ్ర	andhra
ప్రదేశ్	pradesh
చరిత్ర	charitra
</s>	</s>
కన్నకొడుకు	kannakoduku
</s>	</s>
ఒకసారి	okasari
శ్యామాకు	shyamaku
తీవ్రంగా	teevramga
కంటి	kanti
నొప్పి	noppi
వచ్చింది	vachhindi
ఎన్ని	yenni
మందులు	mandulu
వాడినా	vadina
బాధ	bada
తగ్గలేదు	taggaledu
అతడు	atadu
బాబాను	babanu
ప్రార్థించాడు	prardinchadu
అప్పుడు	appudu
బాబా	baba
శ్యామా	shyama
ఏడు	yedu
మిరియాలు	miriyalu
నీటిలో	neetilo
గంధంగా	gandhamga
అరగదీయి	aragadeeyi
ఆ	aa
గంధం	gandham
తీసి	teesi
నీ	nee
కళ్ళల్లో	kallalo
పెట్టుకో	pettuko
అప్పుడు	appudu
నీ	nee
కంటి	kanti
నొప్పి	noppi
తగ్గిపోతుంది	taggipotundi
అని	ani
ఊదీ	oodi
యిచ్చి	ichhi
పంపారు	pamparu
అతడు	atadu
బాబా	baba
ఆజ్ఞను	agnanu
పాటించాడు	patinchadu
వెంటనే	ventane
అతని	atani
కంటి	kanti
నొప్పి	noppi
తగ్గిపోయింది	taggipoindi
</s>	</s>
ఇతను	itanu
శ్రీ	sri
కృష్ణదేవ	krishnadeva
రాయలు	rayula
సామంతు	samanthu
</s>	</s>
కులవృత్తి	kulavrutti
ఉప్పర	uppara
పని	pani
</s>	</s>
వారి	vari
ఆత్మలు	atmalu
స్వర్గం	swargam
చేరాలంటే	cheralante
వారికి	variki
గంగాజలాలతో	gangajalalatho
తర్పణం	tarpanam
చేయమని	cheyamani
గరుత్మంతుడు	garutmantudu
అంశుమంతునికి	amshumanthuniki
చెప్పాడు	cheppadu
</s>	</s>
విభ్రాణాo	vibranam
జ్ఞానముద్రాం	gnanamudhram
డమరుకమలా	damarukamala
మక్షమాలాం	makshamalam
కపాలం	kapalam
</s>	</s>
1985లో	1985lo
ఆయన	ayana
హస్టన్	hastan
ఆస్ట్రోడాం	asbrodam
సమీపంలో	sameepamlo
నయాగరా	nayagara
డ్రాప్	dam
వద్ద	vadda
ఎగిరుతున్న	yegurutunna
గాలిగుమ్మటం	galigummatam
నుండి	nundi
పీపాలో	peepalo
ఉండి	undi
180	180
అడుగుల	adugula
కింద	kinda
ఉన్న	unna
నీటితొట్టిలోకి	neetitottiloki
దూకే	dooke
ప్రయత్నంలో	prayatnamlo
విపరీతంగా	viparitamga
గాయపడ్డాడు	gayapaddadu
</s>	</s>
బూర్ల	boorla
వెంకటేశ్వర్లు	venkateshwarlu
</s>	</s>
భారతీయ	bharateeya
సాహిత్యంలో	sahithyamlo
కథా	katha
సరిత్సాగరానికి	saritsagaraniki
ఒక	oka
ప్రత్యేకమైన	pratyekamaina
స్థానం	stanam
ఉంది	undi
</s>	</s>
బోడజానంపేట	bodajanampeta
</s>	</s>
ఆనాటి	anati
ఖారిజీలు	kharejeelu
అబూబక్ర్	abubaker
నియామకం	niyamakam
పట్ల	patla
తమ	tama
నిరసనను	nirasananu
ప్రకటించారు	prakatincharu
</s>	</s>
1985లో	1985 lo
భారతప్రభుత్వం	bharata prabutvam
పద్మభూషణ్	padmabushan
పురస్కారంతో	puraskaramtho
సత్కరించింది	satkarinchindi
</s>	</s>
మళ్ళీ	malli
ఇంకొక్కసారి	inkokkasari
</s>	</s>
దేశ్ ముఖ్	deshmukh
తనపార్టీ	tana party
నేతల	nethala
తోనే	thone
కాకుండా	kakunda
ప్రత్యర్థి	pratyardhi
పార్టీ	party
నేతలతో	nethalatho
కూడా	kooda
మంచి	manchi
సంబంధాలను	sambandalanu
కలిగి	kaligi
ఉండేవాడు	undevadu
</s>	</s>
ఇది	idi
ప్రత్యేకంగా	pratyekamga
పరమాణువులను	paramanuvulanu
సమీకరించేఉద్దేశంతో	sameekarinche uddeshamtho
అనుసంధానించబడింది	anusandhaninchabadindi
కావలిసిన	kavalisina
నిర్మాణాన్ని	nirmananni
ఉత్పత్తి	utpatti
చేయగల	cheyagala
ఒక	oka
యంత్రం	yantram
లేదా	leda
బల	bala
సంబంధిత	sambandhita
ఉత్పత్తి	utpatti
యొక్క	yokka
సూత్రాలను	sutralanu
ఉపయోగించటం	upayoginchatam
ద్వారా	dwara
ఒక్కో	okoo
అణువును	anuvunu
ఉత్పత్తి	utpatti
చేసే	chese
పరికరం	parikaram
</s>	</s>
బాలుడిగా	baludiga
తన	tana
పాఠశాలకు	patashalaku
రాను	ranu
పోను,10	ponu,10
కిలోమీటర్ల	kilometarla
దూరం	dooram
పరుగెత్తేవాడు	parugettevadu
</s>	</s>
వాడే	vade
రక్షకుడు	rakshakudu
</s>	</s>
లీచీ	lichi
పండ్లను	pandlanu
శీతలీకరించిన	sheetaleekarinchina
సమయంలో	samayamlo
దాని	dani
ఎర్రటి	yerrati
తొక్క	tokka
భాగం	bagam
గోధమ	goduma
రంగులోకి	ranguloki
మారినప్పటికీ	marinappatikee
దాని	dani
రుచి	ruchi
మాత్రం	matram
ఏవిధంగానూ	ye vidamganoo
ప్రభావితం	prabhavitam
కాదు	kadu
</s>	</s>
శంకరదేవుడు	sankaradevudu
కాళీయమదన్	kalyeeyamadan
కేళీగోపాల	keleegopala
లేక	leka
రాసక్రీడ	rasakreeda
పత్నీప్రసాద్	patniprasad
పారిజాత్	parijatha
హరణ్	haran
రామవిజయ	ramavijaya
రుక్మిణీ	rukmini
హరణ్	haran
అనే	ane
6	6
నాటకాలు	natakalu
వ్రాసాడు	rasadu
</s>	</s>
ఉదాహరణకు	udaharanaku
రొమ్ము	rommu
కేన్సర్‌కు	cancerku
సంబంధించిన	sambandinchina
బ్రాచీ	brachee
థెరపీ	therapy
చికిత్సను	chiktsanu
SAVI	savi
మామ్మోసైట్	mammosite
కాంటుర	contoura
అనే	ane
బ్రాండ్ల	brandla
పేర్లతో	perlatho
పిలుస్తున్నారు	pilustunnaru
</s>	</s>
నడాదూర్	nadadoor
అనంతాళ్వార్	anantalvar
ఆచార్యుల	acharyulu
శిష్యరికంలో	sishyarikamlo
తర్క	tarka
వేదాంత	vedanta
శాస్త్రాలను	sastralanu
అభ్యసించారు	abhyasincharu
</s>	</s>
ఆతరువాత	a taruvata
న్యాయవాద	nyayavada
వృత్తిలో	vruttilo
ప్రవేశించాడు	praveshinchadu
</s>	</s>
మరి	mari
కొంత	konta
సేపటికి	sepatiki
పేయాళ్వాఱు	peyallvaru
వచ్చి	vachhi
తనకు	tanaku
కూడా	kooda
చోటు	chotu
దొరకునా	dorakuna
అని	ani
అర్ధించాడు	ardinchadu
</s>	</s>
మహాత్మాగాంధీని	mahtmagandhi
కాల్చి	ni
చంపినప్పుడు	champinapudu
చంద్రశేఖరం	chandrasekharam
పొందిన	pondina
ఆవేదన	avedana
దుఃఖం	dukkaham
ఇతర	itara
మతస్తుల్లో	matastullo
కనిపించకపోవడాన్ని	kanipinchakapovadanni
గమనించి	gamaninchi
తాను	tanu
ఈ	ee
మహానగరంలో	mahanagaramlo
ఒంటరినేమోనని	ontarinemonani
బాధపడతాడు	badapadatadu
</s>	</s>
రచయిత	rachayita
తన	tana
తమ్ముడు	tammudu
కాకర్లపూడి	kakarlapoodi
వైశేషిక	vaisheshika
కణాద	kanada
సూర్య	surya
ప్రభాకర్‌కి	prabhakar ki
ఈ	ee
నవలను	navalanu
అంకితమిచ్చారు	ankitamichharu
</s>	</s>
కువురుపులు	kurupulu
గల	gala
యొకని	okani
చేతిని	chetini
మనము	manamu
జాగ్రత్త	jagrathhaga
పరీక్షించిన	pareekshina
యెడల	yedala
అందులో	andulo
ఎక్కడ్నో	yekkado
ఒక	oka
భాగములో	bagamulo
తెల్లని	tellani
గుండ్రని	gundrani
చిన్ననలుసులు	chinnanalusulu
వంటి	vanti
పదార్థములు	padardamulu
కనబడును	kanabadunu
</s>	</s>
అత్యధిక	atyadika
పీడనం	peedanam
ఉష్ణోగ్రతలు	ushnogratalu
మధ్య	madya
ఎన్నో	yeno
రసాయన	rasayana
చర్యలకు	charyalaku
లోనయి	lonai
పెట్రోలియం	petroleum
అనే	ane
పదార్ధము	padardamu
తయారవుతుంది	tayaravtundi
</s>	</s>
చెవిలో	chevilo
రహస్యం	rahasvyam
అనే	ane
సినిమాను	cinemanu
మహాకవిగా	mahakaviga
విఖ్యాతుడు	vikhyathudu
తెలుగు	telugu
సినిమారంగంలో	cinemarangamlo
ప్రముఖ	pramukha
కవి	kavi
శ్రీశ్రీ	sreesree
నిర్మించారు	nirmincharu
</s>	</s>
అప్పు	appu
తీర్చేందుకు	teerchenduku
శ్యాము	shyamu
మరియు	mariyu
రాధ	radha
తమ	tama
పొలంలో	polamlo
పండే	pande
పంటలో	pantalo
మూడు	moodu
వంతులు	vantulu
వడ్డీ	vaddee
రూపేణా	roopena
ఇవ్వాలని	ivvalani
తీర్మానం	teermanam
జరుగుతుంది	jarugutundi
</s>	</s>
ఈ	ee
కిడ్నాప్	kidnam
కథలో	kathalo
తమ్ముడి	tammudi
ప్రేమ	prema
వ్యవహారంలో	vyavaharamlo
జగ్గూ	jaggu
భాయ్	bhai
పాత్రేంటి	patrenti
అనే	ane
ప్రశ్నలకు	prashnalaku
సమాధానమే	samadaname
రారా...కృష్ణయ్య	rara …krishnaiah
చిత్రం	chitram
</s>	</s>
యెంబరం	yembaram
</s>	</s>
పూజా	pooja
గొల్లల్నే	gollalne
తెరచీరల	theracheerala
కథాగానం	kathaganam
చేసే	chese
స్థిరమందుల	stiramandula
వంశం	vamsham
వారుగా	varuga
పేర్కొంటారు	perkontaru
</s>	</s>
1942లో	1942o
వాల్ట్	wald
డిస్నీ	disney
చేత	cheta
బ్యాంబి	byambhi
చిత్రం	chitram
నిర్మించబడినది	nirminchabadinadi
</s>	</s>
ఆమె	aame
మహాత్మా	mahatma
గాంధీ	gandhi
నిర్వహించిన	nirvahinchina
క్విట్	quit
ఇండియా	india
ఉద్యమంలో	udyamamlo
భాగస్వామి	bhagaswamy
</s>	</s>
ఈయన	eeyana
విద్యాభ్యాసం	vidhyabyasam
తాతగారైన	tatagaraina
రామచంద్రుడు	ramachandrudu
వద్ద	vadda
జరిగింది	jarigindi
</s>	</s>
జగదేకవీరుని	jagadekaveeruni
కథ	katha
</s>	</s>
వెంటనే	ventane
లిఖితుడు	likhitudu
బహుదా	bahoodaa
నదికి	nadiki
వెళ్ళి	velli
తెగిన	tegina
చేతులతో	chetulatho
దేవతర్పణములు	devatarpanamulu
