ਨੌਜਵਾਨ	naujavaan
ਔਰਤਾਂ	aurtan
ਅਤੇ	ate
ਸਿੱਖਿਆ	ckhia
ਦੀ	di
ਸਥਿਤੀ	sathiti
ਬਾਰੇ	bare
ਬਹਿਸਾਂ	bhisan
ਅਤੇ	ate
ਕਾਨਫਰੰਸਾਂ	kanfransan
ਨੂੰ	nu
ਆਯੋਜਿਤ	ayojit
ਕਰਨ	karan
ਵਿੱਚ	vich
ਸਰਗਰਮ	sargaram
ਰਹੀ	rahi
</s>	</s>
ਇਹ	ih
ਮੁਕਾਬਲਾ	mukabla
ਸਯੁੰਕਤ	sanyukat
ਰਾਜ	raj
ਅਮਰੀਕਾ	amrika
ਅਤੇ	ate
ਕੈਨੇਡਾ	canada
ਵਿਚਾਲੇ	vichale
1844	1844
ਵਿੱਚ	vich
ਨਿਊਯਾਰਕ	niuyarak
ਸ਼ਹਿਰ	shahir
ਵਿੱਚ	vich
ਖੇਡਿਆ	khediya
ਗਿਆ	geya
ਸੀ	c
</s>	</s>
ਸਮਾਜ	samaj
ਵਿੱਚ	vich
ਸਮਾਨਤਾ	samanta
ਤੇ	te
ਧਾਰਮਿਕ	dharmik
ਏਕਤਾ	ikta
ਦੀ	di
ਨੀਂਹ	ninh
ਰੱਖੀ	rakhi
ਗਈ	gayi
</s>	</s>
ਵੱਖ-ਵੱਖ	vakh-vakh
ਖੇਤਰਾਂ	khetran
ਵਿੱਚ	vich
ਵਿਗਿਆਨ	vigiyan
ਦੇ	de
ਪ੍ਰਵੇਸ਼	parvish
ਕਰਨ	karan
ਦੀ	di
ਬਦੌਲਤ	bdaulat
ਸਮੁੱਚੀ	samuchi
ਸੋਚ-ਵਿਧੀ	soch-vidhi
ਅਧਿਕ	adhik
ਤਰਕਸੰਗਤ	taraksangat
ਅਤੇ	ate
ਬੌਧਿਕ	baudhik
ਹੋਣ	hon
ਵਲ	wal
ਰੁਚਿਤ	ruchit
ਹੋਣ	hon
ਕਰਕੇ	karke
ਆਲੋਚਨਾ	alochana
ਦੇ	de
ਵਿਕਸਤ	viksat
ਸੁਭਾਅ	subhya
ਦਾ	da
ਨਿਸ਼ਚਿਤ	nishchit
ਹੋਣਾ	hona
ਸੰਭਵ	sanbhav
ਹੋਇਆ	hoiya
</s>	</s>
ਫਿਰ	phir
ਵੀ	vi
ਇਹ	ih
10	10
ਸਭ	sabh
ਤੋਂ	ton
ਵੱਧ	vadh
ਆਬਾਦੀ	abadi
ਵਾਲੇ	wale
ਦੇਸ਼ਾਂ	dishan
ਵਿੱਚੋਂ	vichon
ਇੱਕ	ik
ਹੈ	hai
ਅਜਿਹੀ	ajihi
ਜਗ੍ਹਾ	jagha
ਜਿਸਦੀ	jisdi
ਸਿਆਸੀ	cyac
ਪਛਾਣ	pachan
ਦੀ	di
ਖੋਜ	khoj
ਲੰਬੀ	lanbi
ਤੀਬਰ	tibar
ਅਤੇ	ate
ਤੰਗੀ	tangi
ਰਹੀ	rahi
ਹੈ	hai
</s>	</s>
ਕਈ	kyi
ਕਵੀਆਂ	kaviya
ਦਾ	da
ਕਥਨ	kathan
ਹੈ	hai
ਕਿ	ki
ਤ੍ਰਿਭੰਗੀ	tribhangi
ਦੇ	de
ਅੰਤ	ant
ਵਿਚ	vich
ਸਗਣ	sagan
ਅਤੇ	ate
ਯਗਣ	yagan
ਦਾ	da
ਆਗਮਨ	agman
ਇਸ	is
ਦੀ	di
ਸ਼ੋਭਾ	shobha
ਨੂੰ	nu
ਵਧਾਉਂਦਾ	vadhaunda
ਹੈ	hai
</s>	</s>
ਭਿਆਨਕ	bhiyanak
ਜੰਗਾਂ	jangan
ਦੌਰਾਨ	dauran
ਪਿੰਡ	pind
ਦੇ	de
ਪਾਕਿਸਤਾਨੀ	pakisatani
ਬੰਬਾਰੀ	banbari
ਤੋਂ	ton
ਬਚੇ	bache
ਰਹਿਣ	rahin
ਦਾ	da
ਸਿਹਰਾ	chra
ਪਿੰਡ	pind
ਦੇ	de
ਬਜ਼ੁਰਗ	bajurag
ਪ੍ਰਾਚੀਨ	prachin
ਮੰਦਰ	mandar
ਨੂੰ	nu
ਦਿੰਦੇ	dinde
ਹਨ	han
ਜਿਸ	jis
ਦੀ	di
ਪੂਰੀ	puri
ਕਹਾਣੀ	kahani
ਵੀ	vi
ਬਾਕਾਇਦਾ	bakayada
ਮੰਦਰ	mandar
ਅੰਦਰ	andar
ਇੱਕ	ik
ਬੋਰਡ	borad
ਉੱਤੇ	ute
ਹਿੰਦੀ	hindi
ਵਿੱਚ	vich
ਲਿਖ	likh
ਕੇ	ke
ਲਗਾਈ	lagayi
ਗਈ	gayi
ਹੈ	hai
</s>	</s>
ਇਸ	is
ਵਿੱਚ	vich
ਖੰਜਰੀ	khanjari
ਦੇ	de
ਸਮਾਨ	saman
ਪਿੱਤਲ	pital
ਦੇ	de
ਗੋਲ	gol
ਆਕਾਰ	akar
ਦੇ	de
ਛੋਟੇ	chote
ਛੋਟੇ	chote
ਛੈਣੇ	chaine
ਦੋ	do
ਤਿੰਨ	tin
ਜਗ੍ਹਾ	jagha
ਤੇ	te
ਲਗਾਏ	lagaye
ਜਾਂਦੇ	jande
ਹਨ	han
</s>	</s>
ਸ਼ਾਹ	shah
ਸ਼ਰਫ਼	sharaf
ਦੇ	de
ਕਾਲਮ	kalaam
ਦਾ	da
ਮੂਲ	mul
ਸ੍ਵਰ	savar
ਪ੍ਰੇਮ	parem
ਹੈ	hai
</s>	</s>
ਗ਼ਰੀਬੀ	garibi
ਵਿਚ	vich
ਰਹਿਣ	rahin
ਦੇ	de
ਬਾਵਜੂਦ	bavjud
ਉਸ	us
ਦੀ	di
ਮਾਂ	maa
ਨੇ	ne
ਉਸ	us
ਨੂੰ	nu
ਚੰਗੀ	changi
ਸਿੱਖਿਆ	ckhiya
ਦੇਣ	dain
ਦੀ	di
ਕੋਸ਼ਿਸ਼	kushish
ਕੀਤੀ	kiti
</s>	</s>
ਛਿਪਣ	chipan
ਤੋਂ	ton
ਪਹਿਲਾਂ	philan
</s>	</s>
ਆਖਰੀ	akhri
ਰੂਪ	rup
ਵਿੱਚ	vich
ਇਹ	ih
ਸਭ	sabh
ਕੁਝ	kuch
ਜਨਤਾ	janta
ਦੇ	de
ਨੈਤਿਕ	naitik
ਪੱਧਰ	padhar
ਨੂੰ	nu
ਪ੍ਰਭਾਵਿਤ	parbhavit
ਕਰਦਾ	karda
ਹੈ	hai
</s>	</s>
ਆਈਸੀਆਈਸੀਆਈ	ayicayicayi
ਵਿੱਚ	vich
ਚੰਦਾ	chanda
ਦੇ	de
ਸ਼ੁਰੂਆਤੀ	shuruyati
ਸਮੇਂ	samen
ਦੌਰਾਨ	dauran
ਚੰਦਾ	chanda
ਨੂੰ	nu
ਕਪੜਾ	kapda
ਕਾਗਜ਼	kagaj
ਅਤੇ	ate
ਸੀਮੇਂਟ	cmaint
ਵਰਗੇ	varge
ਵਿਭਿੰਨ	vibhin
ਉਦੀਯੋਗਾਂ	udiyogan
ਨਾਲ	nal
ਯੋਜਨਾਵਾਂ	yojnavan
ਬਣਾਉਣ	banaun
ਦਾ	da
ਕੰਮ	kam
ਸੌਂਪਿਆ	saunpiya
ਗਿਆ	geya
</s>	</s>
ਧੁਨੀ	dhuni
ਸੰਪ੍ਰਦਾ	sanparda
ਸ਼ਬਦ	shabad
ਦੇ	de
ਦੋ	do
ਭੇਦ	bhed
ਮੰਨੇ	manne
ਹਨ	han
</s>	</s>
ਹੋਰ	hor
ਕੁੜੀਆਂ	kudiyan
ਤਾਂ	tan
ਦੋ-ਦੋ	do-do
ਘੜੇ	ghade
ਚੁੱਕਦੀਆਂ	chukdiyan
</s>	</s>
ਮਾਂ	maa
ਧੀ	dhi
ਦਾ	da
ਸੰਵਾਦ	sanvad
</s>	</s>
ਉਸਨੇ	usne
ਟਾਟਾ	tata
ਕੈਂਸਰ	kayensar
ਹਸਪਤਾਲ	haspatal
ਮੁੰਬਈ	munbayi
ਦੇ	de
ਸਾਹਮਣੇ	samane
ਇੱਕ	ik
ਜੀਵਨ	jivan
ਜੋਤ	jot
ਨਾਮ	naam
ਦੀ	di
ਚੈਰੀਟੇਬਲ	charitebal
ਟ੍ਰਸਟ	tarsat
ਸੰਸਥਾ	sanstha
ਰਾਹੀਂ	rahi
ਲੱਖਾਂ	lakhan
ਕੈਂਸਰ	kayensar
ਤੋਂ	ton
ਪੀੜਤ	pidat
ਮਰੀਜਾਂ	marijan
ਅਤੇ	ate
ਉਹਨਾਂ	ohnan
ਦੇ	de
ਰਿਸ਼ਤੇਦਾਰਾਂ	rishtedaran
ਦੀ	di
ਮਦਦ	madad
ਕਰ	kar
ਰਹੇ	rahe
ਹਨ	han
</s>	</s>
1986	1986
ਵਿਚ	vich
ਰੋਮਾਨੀਆ	romaniya
ਦੇ	de
ਉਜ਼ੀਨਾ	ujina
ਟਰੈਕਟਰਲ	traikatral
ਨਾਲ	nal
ਮਿਲ	mil
ਕੇ	ke
ਕੰਮ	kam
ਕੀਤਾ	kita
</s>	</s>
ਵੱਖਰਾ	vakhra
ਗ੍ਰੰਥਾਂ	garnthan
ਵਿੱਚ	vich
ਆਸਨ	asan
ਦੇ	de
ਲੱਛਣ	lachan
ਹਨ	han
-	-
ਉੱਚ	uch
ਸਿਹਤ	chat
ਦੀ	di
ਪ੍ਰਾਪਤੀ	prapati
ਸਰੀਰ	sarir
ਦੇ	de
ਅੰਗਾਂ	angan
ਦੀ	di
ਮਜ਼ਬੂਤੀ	majbuti
ਪ੍ਰਾਣਾਇਆਮਾਦਿ	pranayamadi
ਉੱਤਰਵਰਤੀ	utarvarti
ਸਾਧਨਕਰਮੋਂ	sadhankarmon
ਵਿੱਚ	vich
ਸਹਾਇਤਾ	sahaita
ਸਥਿਰਤਾ	sthirta
ਸੁਖ	sukh
ਫਰਜ	faraj
ਆਦਿ	adi
</s>	</s>
ਨਜਮ	najam
ਹੁਸੈਨ	husain
ਸੱਯਦ	sayad
ਦੀ	di
ਆਲੋਚਨਾ	alochana
ਪੁਸਤਕ	pustak
ਸੇਧਾ	sedha
ਦੇ	de
ਅਧਿਐਨ	adhiain
ਰਾਹੀਂ	rahi
ਪਤਾ	pata
ਲੱਗਦਾ	lagda
ਹੈ	hai
ਕਿ	ki
ਉਸਨੂੰ	usnu
ਅਧਿਐਨ	aidhain
ਵੇਲੇ	wele
ਵਿਆਖਿਆ	viyakhiya
ਸਿਧਾਂਤ	cdhant
ਤੇ	te
ਸੰਕਲਪ	sanklap
ਨਾਲ	nal
ਕੋਈ	koi
ਬਹੁਤਾ	bhuta
ਮੋਹ	moh
ਨਹੀਂ	nahin
ਤੇ	te
ਇਸਦੇ	isde
ਬੰਧਨ	bandhan
ਵਿਚ	vich
ਹੀ	hi
ਬੱਝਣਾ	bajhna
ਚਾਹੁੰਦਾ	chahunda
ਹੈ	hai
</s>	</s>
ਮੰਗਣਾ	mangna
ਕਰਨ	karan
ਛੁਹਾਰਾ	chohara
ਪਾਉਣ	paun
ਰੁਪੱਈਆ	rupiya
ਧਰਨ,ਰੁਪੱਈਆ	dharan, rupiya
ਪਾਉਣ	paun
ਰੋਪਨਾ	ropna
ਪਾਉਣ	paun
ਸ਼ਗਨ	shagan
ਕਰਨ	karan
ਸਾਕ	saak
ਤੋਰਨ	toran
ਰੁਪੱਈਆ	rupiya
ਤੋਰਨ	toran
ਸਾਕ	saak
ਕਰਨ	karan
ਰੋਕ	rok
ਕਰਨ	karan
ਦੇ	de
ਵੱਖੋ	vakho
ਵੱਖਰੇ	vakhre
ਨਾਵਾਂ	navan
ਨਾਲ	nal
ਜਾਣੀ	jani
ਜਾਣ	jan
ਵਾਲੀ	wali
ਇਸ	is
ਰੀਤ	reet
ਦੇ	de
ਬਹੁਤ	bhut
ਸਾਰੇ	sare
ਰੂਪ	rup
ਵੇਖਣ	vikhan
ਨੂੰ	nu
ਮਿਲਦੇ	milde
ਰਹੇ	rahe
ਹਨ	han
</s>	</s>
30	30
ਨਵੰਬਰ	navanbar
ਬਰਤਾਨੀਆ	bartaniya
ਨੇ	ne
ਅਮਰੀਕਾ	amrika
ਨੂੰ	nu
ਆਜ਼ਾਦ	ajad
ਮੁਲਕ	mulak
ਵਜੋਂ	vajon
ਮਾਨਤਾ	manta
ਦੇਣ	den
ਵਾਸਤੇ	vaste
ਪੈਰਿਸ	pairis
ਵਿਚ	vich
ਇਕ	ik
ਅਹਿਦਨਾਮੇ	ahidname
ਤੇ	te
ਦਸਤਖ਼ਤ	dastkhat
ਕੀਤੇ	kite
</s>	</s>
ਕੰਪਨੀ	kampani
ਨੇ	ne
1961	1961
ਵਿਚ	vich
ਭਾਰਤ	bharat
ਵਿਚ	vich
ਮਾਸਸੀ	maasc
ਫਰਗੂਸਨ	phargusan
ਟਰੈਕਟਰਾਂ	traiktaran
ਅਤੇ	ate
ਸੰਬੰਧਿਤ	sanbndhit
ਫਾਰਮ	pharam
ਉਪਕਰਣਾਂ	upkaran
ਦਾ	da
ਨਿਰਮਾਣ	nirman
ਅਤੇ	ate
ਮਾਰਕੀਟ	markit
ਕਰਨ	karan
ਲਈ	layi
ਸਥਾਪਿਤ	sathapit
ਕੀਤਾ	kita
</s>	</s>
ਹੀਰ	heer
ਦੇ	de
ਕਿੱਸਾਕਾਰਾਂ	kisankaran
ਵਿੱਚੋਂ	vichon
ਹਾਮਦ	hamad
ਦਾ	da
ਨਾਂ	na
ਵੀ	vi
ਉਲੇਖਯੋਗ	ulikhyog
ਹੈ	hai
</s>	</s>
ਦੂਜੇ	duje
ਪਾਸੇ	pase
ਜਿਵੇਂ	jiven
ਕਿਸੇ	kise
ਆਇਤਾਕਾਰ	aitakar
ਰੈਕਟੈਂਗੁਲਰ	raiktaingular
ਬੌਕਸ	baukas
ਦੀ	di
ਲੰਬਾਈ	lanbayi
ਚੌੜਾਈ	chaudayi
ਅਤੇ	ate
ਉੱਚਾਈ	uchayi
ਕਿਸੇ	kise
ਸੰਖੇਪ	sankhep
ਵੈਕਟਰ	vaiktar
ਦੇ	de
ਤਿੰਨੇ	tine
ਕੰਪੋਨੈਂਟ	kanponaint
ਰਚ	rach
ਸਕਦੀ	sakadi
ਹੋਵੇ	hove
ਪਰ	par
ਇਹ	ih
ਵੈਕਟਰ	vaiktar
ਕੌਂਟਰਾਵੇਰੀਅੰਟ	kauntraveriant
ਨਹੀਂ	nhin
ਹੋਵੇਗਾ	hovega
ਕਿਉਂਕਿ	kiyonki
ਸਪੇਸ	sapis
ਉੱਤੇ	ute
ਕੋਆਰਡੀਨੇਟਾਂ	koardinotan
ਵਿੱਚ	vich
ਕੋਈ	koi
ਤਬਦੀਲੀ	tabdili
ਕਰਨ	karan
ਤੇਬੌਕਸ	tebaukas
ਦੀ	di
ਲੰਬਾਈ	lanbayi
ਚੌੜਾਈ	chaudayi
ਅਤੇ	ate
ਉੱਚਾਈ	uchayi
ਨਹੀਂ	nhin
ਬਦਲ	badal
ਜਾਂਦੀ	jandi
:	:
ਸਗੋਂ	sangon
ਇਹ	ih
ਸਕੇਲਰ	sakelar
ਹੁੰਦੇ	hunde
ਹਨ	han
</s>	</s>
ਤਟ	tat
</s>	</s>
ਉਸਨੇ	usne
ਅਤੇ	ate
ਦੂਸਰੇ	dusare
ਬੱਚਿਆਂ	bacheyan
ਨੇ	ne
ਕੈਦੀਆਂ	kayediyan
ਦੀਆਂ	diyan
ਗੁਪਤ	gupat
ਬੁਲੇਟਿਨਾਂ	buletinan
ਅਤੇ	ate
ਪ੍ਰਕਾਸ਼ਨ	parkashan
ਵੰਡੀਆਂ	vandiyan
ਜੇਲ੍ਹਾਂ	jelhan
ਵਿਚ	vich
ਰਿਸ਼ਤੇਦਾਰਾਂ	rishtedaran
ਨੂੰ	nu
ਮਿਲਣ	milan
ਆਏ	aye
ਅਤੇ	ate
ਉਨ੍ਹਾਂ	ohnan
ਕੈਦੀਆਂ	kayediyan
ਨੂੰ	nu
ਸੰਦੇਸ਼	sandish
ਪਹੁੰਚਾਏ	phunchaye
ਸਨ	san
</s>	</s>
ਪਾਣੀ	pani
ਤਿੰਨ	tin
ਦਸ਼ਾਵਾਂ	dshavan
ਵਿੱਚ	vich
ਪਾਇਆ	paya
ਜਾਂਦਾ	janda
ਹੈ	hai
ਇਨ੍ਹਾਂ	ihnan
ਵਿੱਚੋਂ	vichon
ਕੁੱਝ	kuch
ਪਦਾਰਥਾਂ	pdarthan
ਹਨ	han
ਜੋ	jo
ਧਰਤੀ	dharati
ਉੱਤੇ	ute
ਕੁਦਰਤੀ	kudrati
ਤੌਰ	taur
ਤੇ	te
ਸਾਰੀਆਂ	sariya
ਤਿੰਨ	tin
ਦਸ਼ਾਵਾਂ	dshavan
ਵਿੱਚ	vich
ਮਿਲਦੇ	milde
ਹਨ	han
</s>	</s>
ਪੇਂਡੂ	pendu
ਵਿਸਥਾਪਕਾਂ	visthapkan
ਤੇ	te
ਸ਼ਹਿਰੀ	shahiri
ਗਰੀਬਾਂ	gariban
ਵਿੱਚ	vich
ਹੁਨਰ	hunar
ਮੁਹਾਰਤ	moharat
ਦੇ	de
ਮਾਪਦੰਡ	maapdand
ਨਿਰਧਾਰਤ	nirdharat
ਕਰਨਾਅਤੇ	karna ate
ਮੁਹਾਰਤ	moharat
ਸਿਖਲਾਈ	ckhlayi
ਦੀ	di
ਵਿਵੱਸਥਾ	vivsatha
ਨੂੰ	nu
ਤਰਜੀਹ	tarjih
ਦੇਣਾ	dena
</s>	</s>
ਗੋਪਾਲ	gopal
ਸਿੰਘ	singh
ਕੌਮੀ	kaumi
</s>	</s>
ਵਰਮਹੋਲ	varahol
</s>	</s>
67	67
ਸੇਵਾਵਾਂ	sevavan
ਦਾ	da
ਵੇਰਵਾ	verva
ਐਕਟ	aikat
ਵਿਚ	vich
ਦਿੱਤਾ	dita
ਗਿਆ	geya
ਹੈ	hai
ਜਿਨ੍ਹਾਂ	jihnan
ਨੂੰ	nu
ਸਮਾਂਬੱਧ	smanbadh
ਪੂਰਾ	pura
ਕੀਤਾ	kita
ਜਾਣਾ	jana
ਲਾਜ਼ਮੀ	lajmi
ਹੈ	hai
</s>	</s>
ਇੱਥੇ	ithe
ਪ੍ਰਾਚੀਨ	parachin
ਅਭਿਲੇਖੋਂ	abhilikhan
ਦਾ	da
ਭੰਡਾਰ	bhandar
ਹੈ	hai
ਅਤੇ	ate
ਇੱਥੇ	ithe
ਸੰਨ‌	san
1885	1885
ਵਿੱਚ	vich
ਸਥਾਪਤ	sathapat
ਜਵਿੰਗਲੀ	jvingali
ਦੀ	di
ਪ੍ਰਤੀਮਾ	partima
ਹੈ	hai
</s>	</s>
ੲਿਸੇ	ise
ਕੈਸਟ	kayisat
ਨੇ	ne
ਤੇ	te
ਖਾਸ	khas
ਕਰ	kar
ਰੁੱਤ	rut
ਪਿਅਾਰ	piyar
ਦੀ	di
ਗੀਤ	geet
ਨੇ	ne
ੳੁਸਨੂੰ	usnu
ਰਾਤੋ	rato
ਰਾਤ	raat
ਅਜਿਹਾ	ajiha
ਸਟਾਰ	star
ਕਲਾਕਾਰ	klakaar
ਬਣਾ	bna
ਦਿੱਤਾ	dita
ਕਿ	ki
ੲਿਹ	ih
ਗੀਤ	geet
ੳੁਸਦੇ	usde
ਨਾਮ	naam
ਦੇ	de
ਨਾਲ	nal
ਹਮੇਸ਼ਾ	hamisha
ਜੁੜ	jud
ਗਿਅਾ	geya
</s>	</s>
ਸ਼ਾਂਤੀਪਥ	shantipath
</s>	</s>
ਸ਼ਰਾਬ	shrab
ਦਾ	da
ਦੌਰ	daur
ਵੀ	vi
ਚੱਲਿਆ	chaleya
</s>	</s>
ਸੰਯੁਕਤ	sanyukat
ਪੰਜਾਬੀ	punjabi
ਸਭਿਆਚਾਰ	sabhiyachar
ਦਾ	da
ਦੂਸਰਾ	dusra
ਦੌਰ	daur
ਮੁਸਲਮਾਨਾਂ	muslmanan
ਦੇ	de
ਆਉਣ	aunan
ਨਾਲ਼	nal
ਸ਼ੁਰੂ	shuru
ਹੋਇਆ	hoiya
</s>	</s>
ਰਿਸ਼ੀਤਾ	rishita
ਭੱਟ	bhat
ਇੱਕ	ik
ਭਾਰਤੀ	bharati
ਅਦਾਕਾਰਾ	adakara
ਹੈ	hai
</s>	</s>
ਪਿਟ	pit
ਨੂੰ	nu
ਚਾਰ	chaar
ਵਾਰ	vaar
ਪੁਰਸਕਾਰ	purasakaar
ਦਿੱਤਾ	ditta
ਗਿਆ	gaya
ਹੈ	hai
</s>	</s>
ਟੈਂਪੋਰਲ	tainporal
ਵਲਰਡਵਾਈਡ	valradvayid
ਪਦਾਰਥਵਾਦ	padarathvad
</s>	</s>
ਸੀ।-54	c.-54
ਦੇ	de
ਨਾਲ	nal
ਮਨੀਲਾ	manila
ਨੀਲਸਨ	neelsan
ਫੀਲਡ )ਅਤੇ	filad) ate
ਬਾਗੁਈਓ	baguio
ਵਿਚਕਾਰ	vichkaar
ਸ਼ੁਰੂ	shuru
ਕੀਤੀ	kiti
</s>	</s>
ਸ਼੍ਰੋਮਣੀ	shromani
ਅਕਾਲੀ	akali
ਦਲ	dal
ਇੱਕ	ik
ਸਿੱਖ	ckh
ਧਰਮ	dharam
ਕੇਂਦਰਿਤ	kendrit
ਭਾਰਤੀ	bharati
ਸਿਆਸੀ	cyac
ਦਲ	dal
ਹੈ	hai
</s>	</s>
ਉਸ	us
ਵੇਲੇ	wele
ਹਿੰਦੀ	hindi
ਅਤੇ	ate
ਉਰਦੂ	urdu
ਨੂੰ	nu
ਹਿੰਦੁਸਤਾਨੀ	hindusatani
ਭਾਸ਼ਾ	bhasha
ਦੀਆਂ	diyan
ਹੀ	hi
ਉਪਭਾਸ਼ਾਵਾਂ	upbhashavan
ਮੰਨਿਆ	maniya
ਜਾਂਦਾ	janda
ਸੀ	c
</s>	</s>
ਐਚ	aich
ਐਮ	aim
ਟੀ	ti
ਨੇ	ne
ਜ਼ੈਬਰਾ	jaibra
ਬ੍ਰਾਂਡ	brand
ਦੇ	de
ਤਹਿਤ	thit
ਅਮਰੀਕਾ	amrika
ਨੂੰ	nun
ਟ੍ਰੈਕਟਰਾਂ	traiktran
ਦਾ	da
ਨਿਰਯਾਤ	niryat
ਵੀ	vi
ਕੀਤਾ	kita
ਹੈ	hai
ਜਿਸ	jis
ਨੂੰ	nu
ਜ਼ੇਟਰ	jetar
ਵਿਤਰਕ	vitrak
ਅਤੇ	ate
ਡੀਲਰਾਂ	dilaran
ਨੇ	ne
ਮਾਰਕੀਟ	markit
ਕੀਤਾ	kita
ਸੀ	c
</s>	</s>
ਤੂੰ	tu
ਸਾਡੇ	sade
ਵਿਹਡ਼ੇ	vihade
ਆਵੀਂ	avin
ਕਵਿਤਾ	kavita
ਅਸੀਂ	acn
ਤੇਰੇ	tere
ਸਰੂਪ	sarup
ਬਾਰੇ	bare
ਕੲੀ	kayi
ਗੱਲਾਂ	galan
ਕਰਨੀਆਂ	karaniyan
ਚਾਹੁੰਦੇ	chahunde
ਹਾਂ	haan
</s>	</s>
ਉਸਨੇ	usne
ਫਿਲਮਾਂ	filman
ਵਿੱਚ	vich
ਜਾਇਦਾ	jayada
ਤੌਰ	taur
ਉੱਤੇ	ute
ਮਾਂ	maa
ਦਾ	da
ਕਿਰਦਾਰ	kirdaar
ਕੀਤਾ	kita
</s>	</s>
ਜੀਭ	jibh
ਜਾਂ	jan
ਗਲੇ	gale
ਦੀ	di
ਸੋਜਿਸ਼	sojish
ਲਗਭਗ	lagbhag
20	20
ਤਕ	tak
ਕੇਸਾਂ	kisan
ਹੁੰਦੀ	hundi
ਹੈ	hai
</s>	</s>
ਆਪਣੇ	apne
ਇਤਿਹਾਸਿਕ	itihack
ਕੇਂਦਰ	kendar
ਸਟੋਨ	saton
ਟਾਉਨ	taun
ਦੇ	de
ਰੂਪ	rup
ਵਿੱਚ	vich
ਜਾਣਿਆ	janiya
ਜਾਂਦਾ	janda
ਹੈ	hai
ਸੰਯੁਕਤ	sanyukat
ਰਾਸ਼ਟਰ	rashtar
ਨੇ	ne
ਇਸ	is
ਨੂੰ	nu
ਸੰਸਾਰ	sansar
ਵਿਰਾਸਤ	virasat
ਦਾ	da
ਦਰਜਾ	darja
ਦਿਤਾ	dita
ਹੈ	hai
</s>	</s>
ਇਰਾਨ	iran
ਵਿੱਚ	vich
ਅਜਾਦੀ	ajadi
ਸਟੇਡੀਅਮ	satediam
ਏਸ਼ੀਅਨ	ishian
ਫੁੱਟਬਾਲ	phutbal
ਐਸੋਸੀਏਸ਼ਨ	aisucishan
ਦੀ	di
ਸਥਾਪਨਾ	sathapna
1954	1954
ਵਿੱਚ	vich
ਕੀਤੀ	kiti
ਗਈ	gaye
ਸੀ	c
</s>	</s>
ਇਸਨੇ	isne
ਆਪਣੇ	apne
ਕੰਮ	kam
ਲਈ	layi
ਬਹੁਤ	bhut
ਸ਼ਲਾਘਾ	shlagha
ਪ੍ਰਾਪਤ	prapat
ਕੀਤੀ	kiti
ਜਿਨ੍ਹਾਂ	jihnan
ਵਿਚੋਂ	vichon
ਅਕਾਦਮੀ	akadami
ਅਵਾਰਡ	avarad
ਫ਼ਾਰ	phar
ਬੇਸਟ	bisat
ਐਕਟਰ	aiktar
ਵੀ	vi
ਇੱਕ	ik
ਹੈ	hai
</s>	</s>
1933	1933
ਦੇ	de
ਕਰੀਬ	karib
ਪ੍ਰਤਾਪਗੜ	prtapghad
ਦੇ	de
ਰਾਜੇ	raje
ਸਾਹਿਬ	sahib
ਭਦਰੀ	bhdri
ਦੇ	de
ਨਾਲ	nal
ਰਹੇ	rahe
</s>	</s>
ਵਗਣਹਾਰ	vaganhaar
ਪਦਾਰਥਾਂ	pdarthan
ਵਿੱਚ	vich
ਤਰਲ	taral
ਗੈਸਾਂ	gaisan
ਪਲਾਜ਼ਮਾ	plajma
ਅਤੇ	ate
ਕੁਝ	kuch
ਹੱਦ	had
ਤੱਕ	tak
ਲਿਚਲਿਚੇ	lichliche
ਠੋਸ	thus
ਮਾਦੇ	made
ਵੀ	vi
ਸ਼ਾਮਲ	shamal
ਹਨ	han
</s>	</s>
ਪਹਿਲਵੀ	philvi
ਸਾਮਰਾਜ	samraj
ਦੇ	de
ਆਪਣੇ	apne
ਕੱਟੜ	katad
ਵਿਰੋਧੀ	virodhi
ਰੋਮਨ	roman
ਸਾਮਰਾਜ	samraj
ਨਾਲ	nal
ਚੱਲੀਆਂ	chaliyan
ਸੈਂਕੜਿਆਂ	sainkdiyan
ਸਾਲਾਂ	salan
ਦੀਆਂ	diyan
ਲੜਾਈਆਂ	ladaiyan
ਤੋਂ	ton
ਪਿੱਛੋਂ	pichon
ਦੱਖਣ	dakhan
ਏਸ਼ੀਆ	ishiya
ਦੇ	de
ਇੱਕ	ik
ਸਥਾਨਕ	sathanak
ਪਹਿਲਵੀ	philvi
ਮੁਖੀ	mukhi
ਗੋਂਦੋਫੇਰਸ	gondoferas
ਨੇ	ne
ਹਿੰਦ-ਪਹਿਲਵੀ	hind-philvi
ਸਾਮਰਾਜ	samraj
ਦੀ	di
ਸਥਾਪਨਾ	sathapna
ਪਹਿਲੀ	phili
ਸ਼ਤਾਬਦੀ	shtabadi
ਈ	e
</s>	</s>
ਗਿੰਨੀ	gini
ਘਾਹ	ghah
ਵਿਗਿਆਨਿਕ	vigianik
ਨਾਮ	naam
ਮੈਗਾਥੀਰਸੁਸ	maigathirasus
ਮੈਕਸਿਮਸ	maikcmas
Eng	eng
Guinea	guinea
grass	grass
ਅਤੇ	ate
ਅੰਗਰੇਜ਼ੀ	angreji
ਵਿੱਚ	vich
ਗ੍ਰੀਨ	garin
ਪੈਨਿਕ	painik
ਘਾਹ	ghah
ਦੇ	de
ਰੂਪ	rup
