තන්ත්‍රයන්ට	thanthrayanta
උඩුවියන්	uduviyan
එකිනෙකින්	ekinekin
වසා	vasa
ගැනීමක්	ganimak
සිදු	sidu
නොවේ	nove
</s>	</s>
මුඛ	mukha
පිළිකා	pilika
පුරුෂයන්	purusayan
අතර	atara
බහුලව	bahulava
දක්නට	daknata
ලැබෙන	labena
අතර	atara
කාන්තාවන්	kantavan
අතර	atara
ද	da
කලාතුරකින්	kalaturakin
පිළිකා	pilika
දක්නට	daknata
ලැබේ	labe
</s>	</s>
මෙලෙස	melesa
සිසිල්	sisil
වීමක්	vimak
සිදුවී	siduvi
ඇතත්	atat
එය	eya
සිදු	sidu
වි	vi
ඇත්තේ	atte
හරිතාගාර	haritagara
වායුන්	vayun
මගින්ද	maginda
ඕසෝන්	oson
වියන	viyana
තුනීවීමෙන්දැයි	tunivimendayi
වෙන්කර	venkara
දැක්විම	dakvima
අපහසුය	apahasuya
</s>	</s>
උදාහරණයක්	udaharanayak
වශයෙන්	vasayen
ලන්දේසින්	landesin
විසින්	visin
1663	1663
දී	di
ගොඩ	goda
නඟන	nangana
ලද	lada
පැරණි	parani
ගාල්ල	galla
නගරය	nagaraya
සහ	saha
එහි	ehi
ආරක්ෂාව	araksava
සැළසීම	salasima
සඳහා	sandaha
තනන	tanana
ලද	lada
ගොඩනැඟිලි	godanangili
යුනෙස්කෝ	yunesko
ලෝක	loka
උරුමයන්	urumayan
ලැයිස්තුවට	layistuvata
එක්	ek
වීමට	vimata
සමත්	samat
වී	vi
ඇත	ata
</s>	</s>
සමායෝත	samayota
සාර්වත්‍ර	sarvatra
වේලාව	velava
UTC	utc
යනු	yanu
ලෝකයේ	lokaye
ඔරලෝසු	oralosu
සහ	saha
වේලාවන්	velavan
නියාමනය	niyamanaya
කිරීම	kirima
සඳහා	sandaha
භාවිතා	bhavita
කරනු	karanu
ලබන	labana
ප්‍රාථමික	prathamika
වේලා	vela
සම්මතයයි	sammatayayi
</s>	</s>
වනාතවිල්ලුව	vanatavilluva
ප්‍රාදේශීය	pradesiya
ලේකම්	lekam
කොට්ඨාසය	kotthasaya
</s>	</s>
ඔබ	oba
ඔහුට	ohuta
යහමග	yahamaga
පෙන්වයි	penvayi
</s>	</s>
වාරි	vari
ශිෂ්ටාචාරය	sistacaraya
පිළිබඳව	pilibandava
ඛෙහෙවින්	khehevin
වැදගත්	vadagat
යුගය	yugaya
වශයෙන්	vasayen
දැක්විය	dakviya
හැක්කේ	hakke
ක්‍රි	kri
</s>	</s>
1898	1898
වසරේදි	vasaredi
සංග්‍රහ	sangraha
ගත	gata
කරන	karana
ලද	lada
අපරාධ	aparadha
නඩු	nadu
විධාන	vidhana
සංග්‍රහය	sangrahaya
මගින්	magin
යම්	yam
අපරාධ	aparadha
නඩු	nadu
විධාන	vidhana
සංග්‍රහය	sangrahaya
මගින්	magin
යම්	yam
අපරාධ	aparadha
වරදකට	varadakata
එරෙහිව	erehiva
නඩු	nadu
පැවරීමේදි	pavarimedi
හා	ha
පරීක්‍ෂණ	pariksana
පැවැත්වීමේදී	pavatvimedi
අනුගමනය	anugamanaya
කළ	kala
යුතු	yutu
ක්‍රියා	kriya
පටිපාටිය	patipatiya
දක්වා	dakva
ඇත	ata
</s>	</s>
රක්ෂණ	raksana
ව්‍යාපාරයේ	vyaparaye
දුෂ්කරම	duskarama
කාර්යය	karyaya
රක්ෂණය	raksanaya
සඳහා	sandaha
ප්‍රතිපත්ති	pratipatti
සකස්	sakas
කිරීමයි	kirimayi
</s>	</s>
චෙකෝස්ලෝවැකියාව	cekoslovakiyava
</s>	</s>
මේ	me
කවි	kavi
පොතේගුරු	poteguru
ඇතුළු	atulu
අත්වැල්	atval
ගායක	gayaka
පිරිස	pirisa
කිසියම්	kisiyam
විරිතකට	viritakata
අනුව	anuva
ඉතා	ita
රසවත්ව	rasavatva
ගායනා	gayana
කරති	karati
</s>	</s>
අන්තරාලයේ	antaralaye
සිතුවම්	situvam
වලින්	valin
සස	sasa
ජාතකය	jatakaya
විදහා	vidaha
දැක්වෙන	dakvena
සිතුවම	situvama
පැහැදිලිව	pahadiliva
හදුනා	haduna
ගත	gata
හැක	haka
</s>	</s>
බුදුන්වහන්සේ	budunvahanse
ජීවමානව	jivamanava
හුන්	hun
කාලයේදී	kalayedi
පවා	pava
මෙම	mema
ස්ථානය	sthanaya
පූජනීය	pujaniya
ලෙස	lesa
සැළකූ	salaku
ස්ථානයක්	sthanayak
වූ	vu
අතර	atara
එය	eya
එවැනි	evani
අන්දමේ	andame
පූජෝපාහාර	pujopahara
ලත්	lat
එකම	ekama
ස්ථානය	sthanaya
විය	viya
හැකිය	hakiya
</s>	</s>
ඉන්දියානු	indiyanu
ක්‍රිකට්	krikat
කණ්ඩායම	kandayama
සඳහා	sandaha
ටෙස්ට්	test
ක්‍රිකට්	krikat
ක්‍රීඩා	krida
කල	kala
ඔහු	ohu
පසුව	pasuva
විශිෂ්ට	visista
ජාත්‍යන්තර	jatyantara
ක්‍රිකට්	krikat
කවුන්සිල	kavunsila
ටෙස්ට්	test
මණ්ඩලයේ	mandalaye
ක්‍රීඩා	krida
විනිසුරුවෙකු	vinisuruveku
බවට	bavata
පත්විය	patviya
</s>	</s>
වර්ශ	varsa
1431	1431
හා	ha
1442	1442
කාලය	kalaya
තුල	tula
මෙම	mema
ග්‍රාමය	gramaya
නගරක්	nagarak
ලෙස	lesa
සලකා	salaka
මැග්ඩෙබර්ග්	magdebarg
නීතියට	nitiyata
අනුව	anuva
බලතල	balatala
පවරා	pavara
තිබී	tibi
ඇත	ata
</s>	</s>
ග්‍රහයාගේ	grahayage
ඉලිප්සීය	ilipsiya
කක්ෂය	kaksaya
පෘථිවියෙහි	prthiviyehi
කක්ෂිය	kaksiya
තලයට	talayata
2.480	2.480
සාපේක්ෂව	sapeksava
ඇත	ata
</s>	</s>
නමුත්	namut
දිවාකාලයේදී	divakalayedi
ක්‍රියාකාරීව	kriyakariva
හැසිරෙන	hasirena
ඊඩ්ස්	ids
ඊජිප්ටයි	ijiptayi
හා	ha
ඊඩ්ස්	ids
ඇල්බොපික්ටස්	albopiktas
යන	yana
මදුරු	maduru
විශේෂ	visesa
දෙක	deka
දෂ්ඨ	dastha
කරනුයේ	karanuye
නිවසින්	nivasin
පිටත	pitata
එලිමහනේදී	elimahanedi
නිසා	nisa
ඉහත	ihata
සඳහන්	sandahan
කරන	karana
ලද	lada
ක්‍රියාමාර්ග	kriyamarga
නිසා	nisa
ලැබෙන	labena
ප්‍රතිලාභය	pratilabhaya
අවම	avama
වේ	ve
</s>	</s>
මෙය	meya
පළඳින	palandina
ආකාරය	akaraya
අනුව	anuva
ඇස්	as
පමණක්	pamanak
මුඛය	mukhaya
සහ	saha
නාසය	nasaya
හෝ	ho
මුහුණේ	muhune
ඉදිරිපස	idiripasa
කොටස	kotasa
නිරාවරණය	niravaranaya
වීම	vima
තීරණය	tiranaya
වේ	ve
</s>	</s>
ඉතා	ita
ඉහළ	ihala
උද්ධමනයක්	uddhamanayak
පැවති	pavati
අවධියක	avadhiyaka
දී	di
දියෝන්ක්ලෙෂියන්	diyonklesiyan
නමැති	namati
රෝම	roma
අධිරාජ්‍යයා	adhirajyaya
විසින්	visin
මිල	mila
විකෘති	vikrti
කිරීම	kirima
සම්බන්ධයෙන්	sambandhayen
දැඩි	dadi
නීති	niti
රීති	riti
පනවන	panavana
ලදී	ladi
</s>	</s>
මේ	me
නිසා	nisa
වෙරළ	verala
ඝනකමද	ghanakamada
අඩු	adu
වේ	ve
</s>	</s>
අයර්ලන්තය	ayarlanthaya
සාහිත්‍යය	sahithya
එරටින්	eratin
බාහිරව	bahirawa
ප්‍රචලිත	prchalitha
වන්නේ	wanne
ඉංග්‍රීසි	ingrisi
භාෂාවෙන්	bhashawen
වුවද	wuwada
එය	eya
පුරාණ	purana
හා	ha
නූතන	nuthana
යුරො‍්පානු	yuropa
භාෂා	bhasha
සාහිත්‍යයේ	sahithyaye
වැදගත්ම	wadagathma
අංගයක්	angayak
වේ	we
</s>	</s>
ජොංවොන්	jonwon
කුමරුගේ	kumaruge
පියා	piya
සොන්ජෝ	sonjo
රජු	raju
විය	wiya
</s>	</s>
මෙහි	mehi
කොටස්	kotas
පහකින්	pahakin
යුත්	yuth
පංචාංග	paqnchanga
බාදාවක්	badawak
ඇති	athi
අතර	athara
පභාගයේ	pabagaye
පාදමෙහි	padamehi
ඛුර	bura
කුම්භ	kumbha
පට	pata
කණි	kini
සහ	saha
බසන්ත	basantha
ලෙස	lesa
බොරදම්	boradam
පහක්	pahak
ඇත	atha
</s>	</s>
වර්තමානයේ	warthamanaye
ලොව	lowa
පුරා	pura
විසිරී	wisiri
සිටින	sitina
බාලදක්‍ෂයන්	baladakshayan
විවිධ	wiwidha
වර්ණයේ	warnaye
නිල	nila
ඇඳුම්	andum
බාවිතා	bawitha
කරනු	karanu
ලැබූවද	labuwada
ඔවුන්	owun
පළදික	palandina
ලෝක	loka
බාලදක්ෂ	baladaksha
පදක්කම	padakkama
සැම	sama
අතින්ම	athinma
එක	eka
සමාන	samana
වේ	we
</s>	</s>
මෙමගින්	memagin
ශ්‍රවණ	shrawana
හැකියාව	hakiyawa
අඩු	adu
වීම	wima
බිහිරිභාවය	bihiribhawaya
හෝ	ho
කරකැවිලි	karakawili
ගතියක්	gathiyak
ඇතිවිය	athiwiya
හැක	haka
</s>	</s>
චුල්ලකලිංග	chullakainga
ජාතකයෙහි	jathakayehi
සහ	saha
ඒකපණ්ණ	ekapanna
ජාතකයෙහි	jathakayehi
හැඳින්වීමේ	handinwime
කොටසෙහි	kotasehi
සඳහන්	saandahan
වන්නේ	wanne
ලිච්චවීවරුන්	lichchawiwarun
හට	hata
රාජාවරුන්	rajawarun
7,707	7,707
සිටි	siti
බවයි	bawai
</s>	</s>
සෙනෙට්	senet
මණ්ඩලය	mandalaya
,	,
උත්තර	utharithara
මන්ත්‍රී	manthri
මණ්ඩලය	mandalaya
ලෙසද	lesada
හැඳින්වූ	handinwu
අතර	athara
එය	eya
මන්ත්‍රී	manthri
වරු	wari
30	30
දෙනෙකුගෙන්	denekugen
සමන්විත	samanwitha
විය	wiya
</s>	</s>
එසේම	esema
ඇගිලි	angili
ලිහිල්	lihil
කළ	kala
විට	wita
ලී	li
කුඩු	kudu
මිශ්‍ර	mishra
ගුලිය	guliya
නොකැඩෙන	nokadena
තත්වයෙන්	thathwayen
තිබිය	thibiya
යුතුය	yuthuya
</s>	</s>
උගුල්	ugul
දෙවන	dewana
කට්ටලයක්	kattalayak
භාවිතා	bhawitha
කරමින්	karamin
ගෝත්රික	gothrika
ඇන්ටෙනාවක්	antenawak
එකිනෙකට	ekinekata
වෙනස්	wenas
කණ්ඩායම්	kandayam
තුනකට	thunakata
අනුකූල	anukula
විය	wiya
හැක	haka
</s>	</s>
එහිදී	ehidi
මහාසේන	mahasena
රජතුමාගේ	rajathumage
කිහිරි	kihiri
උද්‍යානයේ	udyanaye
මොහොතක්	mohothak
සමවත්	samawath
සුවයෙන්	suwayen
වැඩසිට	wadasita
ඇත	atha
</s>	</s>
දෙනායකයන්	denayakayan
සිය	siya
භාර්යාවන්	bharyawan
වන	wana
කිම්	kim
ජුං-සුක්	jun-suk
හා	ha
රි	ri
සොල්-ජු	sol-ju
කැටුව	katuwa
සහභාගී	sahabhagi
වූ	wu
අතර	athara
තවත්	thawath
සීමිත	simitha
පිරිසකගේ	pirisakage
සහභාගිත්වය	sahabhagithwaya
ද	da
දක්නට	daknata
ලැබුණි	labuni
</s>	</s>
පාසල්	pasal
ජනමාධ්‍ය	janamadhya
මගේ	mage
මනස	manasa
විනාශ	winasha
කළා	kala
යැයි	yai
ඔහු	ohu
පවසයි	pawasai
</s>	</s>
මෙය	meya
ලෝක	loka
ප‍්‍රවණතාවක්	prawanathawak
ලෙස	lesa
ද	da
සැලකීමට	salakimata
පුළුවන	puluwana
</s>	</s>
හිෂාම්	hisham
සසම්සුදීන්	samsudin
</s>	</s>
සිය	siya
දීර්ඝ	dirgha
නාට්‍ය	natya
චාරිකාවේ	charikawe
දී	di
අවස්ථා	awastha
කීපයකදීම	kipayakadima
ඔහු	ohu
සම්මාන	sammana
වලින්	walin
පිදුම්	pidum
ලැබීය	labiya
</s>	</s>
මා	ma
එසේ	ese
විමසීමට	wimata
ඉතා	itha
වැදගත්	wadagath
හේතුවක්	hethuwak
තිබේ	thibe
</s>	</s>
කරච්චි	karachchi
ප්‍රාදේශීය	pradeshiya
ලේකම්	lekam
කොට්ඨාසය	kottashaya
</s>	</s>
පහතරට	phatharata
නැටුම්	natum
</s>	</s>
සිතියම්	sithiyam
විද්‍යාමය	vidyamaya
ආශ්‍රිත	ashritha
කිහිපයක	kihipayaka
මෙම	mema
දිවයින	diwayina
වෙළෙඳ	welanda
ස්ථානයක්	sthanayak
ලෙසින්	lesin
සඳහන්	sandahan
කර	karaa
තිබූ	thibu
දෙවන	dewana
සියවසෙහි	siyawasehi
සිංගප්පූරුව	singappuruwa
පිළිබඳ	pilibandaa
පළමු	palamu
ලිඛිත	likhitha
සාක්ෂි	sakshi
හමුවෙයි	hamuwei
</s>	</s>
ටෙරොඩැක්ටිලස්	terodaktils
කොචී	koti
කියන	kiyana
විශේෂ	wishesha
තුනේ	thune
බර්ලින්	barlin
කෞතුකාගාරයේ	kawuthukagaraye
මට	mata
මුණගැහුන	munagahuna
ෆොසිල	fosila
නිදර්ශක	nidaarshaka
තුනක්	thunakk
සහ	saha
ආර්ටිස්ටික්	arstik
රීකන්ස්ට්‍රක්ශන්	rikantrakshan
සහ	saha
ක්වෙට්සකෝට්ලස්	kwetsakotlas
කියන	kiyana
විශේෂයේ	wisheshaye
සංසන්දනාත්මක	sansandanathmaka
ප්‍රමාණය	pramanaya
</s>	</s>
ස්පටීකරණය	spatikaranaya
ඒකක	ekaka
ක්‍රියාවලියක්	kriyawaliyak
වන	wana
අතර	athara
එමඟින්	emagin
දී	di
ඇති	athi
ද්‍රාවකයක්	drawakayak
තුළ	thulla
රසායනික	rasayanika
සංයෝගයක්	sanyogayak
දියවී	diyawi
අදාළ	adala
තත්ත්ව	thathwa
යටතේ	yatathe
දී	di
අවක්ෂේප	awapeksha
වී	wi
කලාප	kalapa
2	2
අතර	athara
සාර්ථක	sarthaka
වෙන්	wen
කිරීමක්	kirimak
සිදු	sidu
කරයි	karai
</s>	</s>
අත්තනෝමතිකව	aththanomathika
සිරභාරයට	sirabharayata
ගැනීමෙන්,රදවා	ganimen,randawa
තබා	thaba
ගැනීමෙන්	ganimen
සහ	saha
දඩුවම්	danduwam
කිරීමෙන්	kirimen
නිදහස	nidahasa
සහ	saha
අතීතයට	athithayata
බලපාන	balapana
දණ්ඩන	danda
නීති	nithi
පැනවීම	panawima
තහනම්	thahanam
කිරීම	kirima
</s>	</s>
2004	2004
නොවැම්බර්	november
මාසයේ	masaye
දී	di
ක්ලින්ටන්	klintan
ප්‍රකාශ	prakasha
කළේ	kale
ඇය	aya
සෙනෙට්	senet
සභාවට	sabhawata
දෙවන	dewana
වරටත්	waratath
ඉදිරිපත්	idiripath
වන	wana
බවයි	bawai
</s>	</s>
එවා	ewa
සංවෘත්තිය	sanwurthiya
සංස්ලේෂණ	sansleshana
හෝ	ho
අපවෘත්තිය	apawurthiya
