තන්ත්‍රයන්ට	Thanthrayanta
ඇත.	atha.
</s>	</s>
ශ්‍රී	Sri
ලංකාවේ	lankawe
මධ්‍යම	madyama
පළාතේ	palathe
ප්‍රාදේශීය	pradeshiya
ලේකම්	lekam
කොට්ඨාස	kottasha
36	36
කි.	ki.
</s>	</s>
අනෙක්	Anek
උද්භිද	udbidha
උද්‍යාන	udyana
හතර	hathara
වන්නේ	wanne
පේරාදෙණිය	peradeniya
උද්භිද	udbidha
උද්‍යානය,	udyanaya,
හෙනරත්ගොඩ	henarathgoda
උද්භිද	udbidha
උද්‍යානය,	udyanaya,
මිරිජ්ජවිල	mirijjawila
උද්භිද	udbidha
උද්‍යානය	udyanaya
සහ	saha
සීතාවක	seethawaka
උද්භිද	udbidha
උද්‍යානයයි.	udyanayai.
</s>	</s>
ලොව	Lowa
වටා	wata
සිටින	sitina
පරිගණක	pariganaka
ක්‍රමලේඛකයන්	kramalekakayan
එහි	ehi
සංවර්ධනයට	sanwardanayata
ස්වේච්ඡාවෙන්	swechchawen
දායක	dayaka
වන	wana
අතර	athara
එය	eya
නිදහස්	nidahas
මෘදුකාංග	mrudukanga
ගණයට	ganayata
අයත්	ayath
වන	wana
නිසා	Nisa
ඕනෑම	onama
අයෙකුට	ayekuta
එහි	ehi
කේතයට	kethayata
පිවිසීමට,	piwiseemata,
එය	eya
භාවිතා	bhawitha
කිරීමට,	kireemata,
වෙනස්	wenas
කිරීමට	kireemata
හා	ha
බෙදාහැරීමට	bedaharieemata
සම්පූර්ණ	sampoorna
නිදහස	nidahasa
ඇත	atha
.	.
</s>	</s>
අනතුරුව	Anathuruwa
මෙම	mema
කම්පන	kampana
ඇතුළු	athuku
කනේ	kane
පිහිටි	pihiti
අන්තෝවසා	anthowasa
නැමැති	namathi
තරලය	tharalaya
වෙත	wetha
සම්ප්‍රේෂණය	sampreshanaya
වේ.	we.
</s>	</s>
යුදෙව්	Yudew
අලුත්	aluth
කිරීමේ	kireeme
අධ්යාත්මික	adyathmika
හා	ha
සමාජ	samaja
සාධාරණත්වය	sadaranathwaya
කෙරෙහි	kerehi
අවධානය	awadhanaya
යොමු	yomu
කරන	karana
මෑත	metha
උතුරු	uthuru
ඇමරිකානු	amerikanu
ව්යාපාරය	wyaparaya
,	,
නමුත්	namuth
යුදෙව්	yudew
නීතිය	neethiya
ගැටළු	gatalu
විසඳීමට	wisandeematha
නොවේ.	nowe.
</s>	</s>
බොහොමයක්	Bohomayak
ජාතීන්	jatheen
ඇපලෝ	apolo
11	11
සමරු	samaru
මුද්දර	muddara
හෝ	ho
කාසි	kasi
නිකුත්	nikuth
කිරීමෙන්	kireemen
ප්‍රථම	prathama
මිනිසුන්	minisum
සහිත	sahitha
චන්ද්‍ර	chandra
ගොඩබෑමට	godabamata
ගෞරව	gaurawa
දැක්වූහ.	dakwuha.
</s>	</s>
ඒ	E
අතර	athara
රසවින්දනාත්මක,	rasavindanathmaka
තොරතුරු	thorathuru
පදනම්	padanam
වූ	wu
හා	ha
අධ්‍යාපනික	adyapanika
අංගයන්	angayan
මේ	me
අතර	athara
විශේෂ	wishesa
වේ.	we.
</s>	</s>
II	II
වන	wana
එළිසබෙත්	Elizabeth
රැජිණ	rejina
වෙනත්	wenath
තනතුරු	thanathuru
රැසක්	resak
ද	da
දරනු	daranu
ලබන්නීය.	labanneeya.
</s>	</s>
අනෙකුත්	Anekuth
ප්‍රයෝජන	prayojana
සඳහා	sandaha
හරවාගත්	harawagath
එළිපෙහෙළි	elipeheli
කිරීම,	kireema,
වන	wana
ආරක්ෂක	arakshaka
නිලධාරීන්	niladhareen
මඟින්	magin
හඳුන්වනු	handunwanu
ලබන්නේ	labanne
“හැරවුම්	"harawum
භූමිය”	bhoomiya"
ලෙසය.	lesaya.
</s>	</s>
අමිත්	Amith
වල්පොල	Walpola
</s>	</s>
බහුකලා	Bahukala
පද්ධතීන්	paddathin
අතුරින්	athurin
එක්	ek
ආකාරයක්	akarayak
වන	wana
එය,	eya,
විදුලි	viduli
බලය	balaya
විසුරුවා	wisuruwa
හැරීමට	hareemata
විදුලි	viduli
ජාලක	jalaka
විසින්	wisin
ලොවපුරා	lowapura
වඩාත්	wadath
බහුල	bahula
ලෙසින්	lesin
භාවිතා	bhawitha
වන	wana
ක්‍රමයයි.	kramayai.
</s>	</s>
තප්කි	Thapki
ප්‍යාර්	Phar
කි	ki
(සිංහල:	(sinhala :
ආදරණීය	adaraneeya
තට්ටු	thattu
කිරීම,	kireema,
ආදරය	adaraya
සහ	saha
සහාය)	sahaya)
යනුවෙන්	yanuwen
හැඳන්වෙන්නේ	handinwenne
2015	2015
මැයි	may
25	25
දින	dina
කලර්ස්	colours
ටීවී	TV
නාළිකාව	nalikawa
ඔස්සේ	osse
විකාශය	wikashaya
ඇරඹි	arambi
ඉන්දියානු	indiyanu
රූපවාහිනී	rupavahini
මාලා නාට්‍යයකි.	mala
</s>	</s>
එය	Eya
බහුවගාවේ	bahuwagawe
එක	eka
අංගයකි.	angayaki.
</s>	</s>
මෙය	Meya
හීලියම්	Heeliyam
න්‍යෂ්ටියකට	nyashtiyakata
සර්වසම	sarwasama
වේ.	we.
</s>	</s>
පාරිසරික	Paarisarika
භූගෝල	bhoogola
විද්‍යාව	vidyawa
යටතේ	yatathe
පෘථිවි	pruthivi
තලයේ	thalaye
උප්පත්ති	uppaththi
කතාව	kathawa
හෙවත්	hewath
ජනිතය	janithaya
සාකච්ඡා	sakachcha
කරයි.	karai.
</s>	</s>
මේ	Me
හරහා	haraha
සමාජයේ	samajaye
අඛණ්ඩත්වය	akandathwaya
ස්ථාපනය	sthapanaya
වේ.	we.
</s>	</s>
ගෝලයක	Golayaka
මධ්‍ය	madya
ලක්ෂ්‍ය	lakshaya
සමකක්ෂය	samakakshaya
සහ	saha
එහි	ehi
පරිධිය	paridiya
මත	matha
වූ	wu
ලක්ෂ්‍යයක්	lakshayayak
ඇසුරින්	asurin
ගෝලයෙහි	golayehi
බහු	bahu
අස්‍රමය	ashramaya
නිරූපණයක්	nirupanayak
නිර්මාණය	nirmanaya
කිරීම	kireema
වැනි	weni
වස්තූන්ගේ	wasthunge
නිරූපණ	nirupana
පරිණාමය	parinamaya
කිරීමේ	kireeme
ක්‍රියාවලි	kriyawali
ටෙසලාකරණය	tesalakaranaya
ලෙස	lesa
හැඳින්වේ.	handinwe.
</s>	</s>
වේගය	Wegaya
</s>	</s>
නයිට්‍රික්	Nitric
අම්ල	amla
සාන්ද්‍රණය	sandranaya
වැඩි	wedi
විට	wita
කාබනික	carbionica
කලාපය	kalapaya
තුළට	thulata
නිස්සාරණය	nissaranaya
වැඩිවන	wediwana
අතර	athara
නයිට්‍රික්	nitric
අම්ල	amla
සාන්ද්‍රණය	sandranaya
අඩු	adu
වන	wana
විට	wita
නිස්සාරණය	nissaranaya
ප්‍රත්‍යාවර්ත	prathyawartha
වේ.	we.
</s>	</s>
මධ්‍යම	Madyama
රජයේ	rajaye
බලය	balaya
පළාත්	palath
සභාවන්ට	sabhawantha
විමධ්‍යගත	wimadyagatha
කිරීමේ	kireeme
වැදගත්	wedagath
අවස්ථාවක්	awasthawak
ලෙස	lesa
රාජ්‍ය	rajya
සේවය	sewaya
පිළිබඳ	pilibanda
බලතල	balathala
ලබාදීම	labadeema
දැක්විය	dakwiya
හැකිය.	hekiya.
</s>	</s>
බොහෝ	Boho
ජානගත	janagatha
රෝග	roga
</s>	</s>
පාසැල්	Pasal
40	40
කින්	kin
සමන්විත	samanwitha
වන	wana
පැල්මඩුල්ල	palmadulla
අධ්‍යාපන	adyapana
කොට්ඨාශයෙහි	kottashayehi
සමස්ත	samastha
රජයේ	rajaye
පාසැල්	pasal
ලැයිස්තුව	layisthuwa
සඳහා	sandaha
මෙය	meya
බලන්න	balanna.
</s>	</s>
සමහර	Samahara
ක්‍රීඩා	kreeda
එන්ජිම	engima
ලබ‍ාදෙන්නේ	labadenne
ත්‍රිමාණ	thrimana
හැකියාවන්	hekiyawan
පමණි.	pamani.
</s>	</s>
1605	1605
අක්බර්ගේ	Akbarge
මරණින්	maranin
පසු	pasu
කුමරුන්ට	kumarunta
නැවත	newatha
සිය	siya
පියාගේ	piyage
නිවහන	niwahana
වෙත	wetha
පැමිණීමට	pamineemata
අවසර	awasara
හිමිවූ	himiwu
අතර,	athara,
මේ	me
නිසා	nisa
කුමරුන්ට	kumarunta
සිය	siya
සැබෑ	saba
මෑණියන්	maniyan
සමීපයෙහි	sameepayehi
කාලය	kalaya
ගත	gatha
කිරීමට	kireemata
අවස්ථාව	awasthawa
හිමි	himi
විය.	wiya.
</s>	</s>
මෙහි	Mehi
ප්‍රතිඵල	prathipala
ලෙස	lesa
එම	ema
කුඩා	kuda
පරිමාණයේ	parimanaye
ව්‍යාපාර	wyapara
කඩා	kada
වැටීමක්	wateemak
සිදුවේ.	siduwe.
</s>	</s>
අනිසා	Anisa
ජනතා	janatha
සුබ	subha
සිඬිය	siddiya
උදෙසා	udesa
පාලකයා	palakaya
සතර	sathara
අගතියෙන්	agathiyen
වැළැකිය	welakiya
යුතු	yuthu
බව	bawa
බුදුරජාණන්	budurajanan
වහන්සේ	wahanse
විසින්	wisin
දේශනා	deshana
කලසේක.	kalaseka.
</s>	</s>
බන්ධනාගාරය	Bandanagaraya
සතුව	sathuwa
එල්ලුම්	ellmu
ගහක්	gahak
(1959	(1959
වසරේ	wasare
සිට	sita
භාවිත	bhawitha
නොවන)	nowana)
සහ	saha
රෝහලක්	rohalak
පවතී.	pawathi.
</s>	</s>
තාලව	Thalawa
ප්‍රසරය	prasaraya
</s>	</s>
දෙවන	Dewana
මාත්‍රයේ	mathraye
බහු	bahu
පදවල	padawala
මූල	moola
සඳහා	sandaha
වූ	wu
සූත්‍රය	suthraya
ඉපැරණි	iparanai
කාලයේ	kalaye
සිට	sita
පැවතුනි.	pawathuni.
</s>	</s>
1997	1997
ඔක්තෝබරයේදී	octobarayedi
ඔවුන්	owun
ශ්‍රී	sri
ලංකාවේ	lankawe
ලෝක	loka
වෙළද	welanda
මධ්‍යස්ථානයට	madyasthanayata
ප්‍රහාරයක්	praharayak
එල්ල	ella
කළ	kala
අතර	athara
1998	1998
ජනවාරියේදී	janawariyedi
ට්‍රක්	truck
රථයක	rathayaka
ඇටවු	atawu
බෝම්බයක්	bombayak
පුපුරවා	pupuruwa
හැර	hera
ලෝකයේ	Lokaye
අති	athi
පුජනීය	poojaneeya
බෞද්ධ	bauddha
සිද්ධ	sidda
ස්ථානයන්ගෙන්	sthanayangen
එකක්	ekak
වුද	wuda,
බුදුන්ගේ	budunge
දන්ත	dantha
ධාතුව	dathuwa
තැන්පත්	thanpath
කර	kara
තිබෙන්නා	thibenna
වුද	wuda
දළදා	dalada
මාළිගායට	maligayata
හානි	hani
සිදු	sidu
කළහ.	kalaha.
</s>	</s>
ජනමාධ්‍යවේදීන්	Janamadhyawedeen
ඝාතන	ghathana
හෝ	ho
සිරකර	sirakara
තැබීම්	thabeem
පිළිබදව	pilibandawa
සොයා	soya
බැලේ.	bale.
</s>	</s>
ඛුරාම්ව	Buramwa
ඇතිදැඩි	athidadi
කිරීමේ	kireeme
ප්‍රධාන	pradhana
වගකීම	wagakeema
රුඛයියා	rubhaiya
සතු	sathu
විය.	wiya.
</s>	</s>
අභිචෝදකගේ	Abhichodakage
කාර්යාලය	karyalaya
විසින්,	wisin,
වෙනත්	wenath
කරුණු	karunu
අතර,	athara,
කියා	kiya
පෑවේ	pawe
</s>	</s>
මරණයකදීද	Maranayakadeeda
මහාසමාජයේ	mahasamajaye
පවත්වන	pawathwana
භික්ෂුන්	bhikshun
නිවසට	niwasata
වැඩමවා	wedamawa
පංශුකූලය	panshukulaya
දීම	deema
වැනි	weni
කිසිදු	kisidu
චාරිත්‍රයක්	charithyak
සිදු	sidu
නොකරන	nokarana
ලදී.	ladi.
</s>	</s>
සුරංග	Suranga
පි‍්‍රයරත්න	Priyaratne
</s>	</s>
රුසියාව	Russiyawa
1985	1985
දී	di
සිකුරු	sikuru
හා	ha
හේලී	heli
ධූමකේතුව	dhoomakethuwa
නිරීක්ෂණයට	nireekshanayata
ව්‍යාපෘතියක්	wyapruthiyak
ඇරඹීය.	arambeeya.
</s>	</s>
මෙම	Mema
හේතුව	hethuwa
නිසා	nisa
බොහෝ	boho
විට	wita
දියෝඩ	diyoda
මෙම	mema
වර්ගයේ	wargaye
ට්‍රාන්සිස්ටර	transistor
මගින්	magin
ප්‍රතිස්ථාපනය	prathisthapanaya
කෙරෙයි.	kerei.
</s>	</s>
මෙය	Meya
ශ්‍රී	sri
ලංකාවේ	lankawe
ප්‍රධාන	pradhana
ආභාරය	aharaya
වේ.	we.
</s>	</s>
මානෙල්	Manel
ජයන්ති	Jayanthi
</s>	</s>
නගරය	Nagaraya
පැවති	pawathi
මුළු	mulu
කාලයේම	kalayema
නගරයට	nagarayata
ගංවතුර	ganwathura
හා	ha
කුණාටු	kunatu
රාශියකට	rashiyakata
මුහුණ	muhuna
දීමට	deemata
සිදුවිය.	siduwiya.
</s>	</s>
එම	Ema
තත්ත්වය	thathwaya
ඇති	athi
කිරීමට	kireemata
ලෝක	loka
වෙළඳ	welanda
සංවිධානයට	sanvidanayata
පමණක්	pamanak
නොහැකි	nohaki
අතර	athara
ඒ	e
සඳහා	sandaha
අභිනවයෙන්	abhinawayen
පිහිටවනු	pihitawanu
ලැබූ	laboo
ජාත්‍යන්තර	jathyanthara
තරගකාරී	tharangakari
ජාලය	jalaya
(ICN)	(ICN)
හා	ha
ජාතික	jathika
ආයතන	ayathana
මනාලෙස	manalesa
සම්බන්ධිකරණය	sambandikaranaya
විය	wiya
යුතුය.	yuthuya.
</s>	</s>
ආසන්න	Asanna
වශයෙන්	washayen
සෑම	sema
දරුවන්	daruwan
දහසකින්	dahasakin
එක්	ek
අයකු	ayeku
ඇතුළු	athulu
කන	kana
වර්ධනය	waranaya
වීමට	weemata
අදාළ	adala
සහජ	sahaja
බිහිරිභාවයෙන්	bihirithawayen
පෙළෙයි	pelei.
ඇතුළු	Athulu
කනට	kanata
අදාළ	adala
සහජ	sahaja
අසාමාන්‍යතාවන්	asamanyathawan
හේතුවෙන්	hethuwen
ස්නායුත	snayuka
ශ්‍රවණ	shrawana
හානිය	haniya
ඇති	ath
වේ.	we.
</s>	</s>
එහිදී	Ehidi
රැජින	rajina
එම	ema
උද්ඝෝෂණ	udgoshana
කරුවන්ට	karuwanta
නීතිමය	neethimaya
මාර්ගයෙන්	margayen
ඊට	eeta
විරෝධය	virodaya
පළ	pala
කරන	karana
මෙන්	men
කියා	kiya
සිටියේ	sitiye
ය.	ya.
</s>	</s>
ඉන්පසු	Inpasu
මෙම	mema
විවාහක	wiwahaka
යුවතිපතීන්	yuwathipathin
දින	dina
03	03
ක	ka
සංවාස	sanwasa
කාලයක්	kalayak
සදහා	sandaya
පිටත්කර	pitathkara
යවයි.	yawai.
</s>	</s>
මෙම	Mema
දේවාලයේ	dewalaye
ප්‍රධාන	pradhana
විමානය	vimanaya
රේඛා	rekha
දියොල	diyola
ශෛලියෙන්	shailiyen
යුතු	uthu
ය.	ya.
</s>	</s>
මෙම	Mema
ඓතිහාසික	aithihasika
ස්ථානය	sthanaya
අතීතයේ	atheethaye
හඳුන්වා	handunwa
ඇත්තේ	aththe
මියුගුණ	miyuguna
නමිණි.	namini.
</s>	</s>
ද්විමාන	Dwimana
ආකාරයෙන්	akarayen
තාත්විකව	thathwikawa
විදැහුම්කරණයට	widahumkaranayata
සාපේක්ෂව	sapekshawa
මෙම	mema
ක්‍රමයේ	kramaye
ඇති	athi
අවාසි	awasi
අතරට	atharata
මෘදුකාංග	mrudukana
භාවිතය	bhawithaya
සඳහා	sandaha
වැයවන	weyawana
ඉගැනුම්	iganum
වක්‍රය	wakraya
සහ	saha
ඇතැම්	atham
අති	athi
තාත්වික	thathwika
ආචරණ	awarana
ලබා	laba
ගැනීමේ	ganeeme
අපහසුතාව	apahasuthawa
පෙන්වා	penwa
දිය	diya
හැක.	heka.
</s>	</s>
එතුමාගේ	Ethumage
ළදරු	ladaru
