پاڪستان	Pakistan
پيش	peshu
ڪندو	kando
رهيو،	rahiyo,
جنهن	jahin
۾	men
ملڪ	mulku
جي	je
اهم	ahim
سياسي	siyasi
شخصيتن	shakhisiyatn
مٿان	mathan
سنڌ	sindh
جو	jo
مقدمو	mqadamo
لاڳو	laguo
ڪندو	kando
رهيو،جڏهن	rahiyo,jadahin
ته	ta
هن	hin
پهرين	pahrin
جنوري	january
2011	2011
تي	te
”ڌرتي“	"dharti"
ٽي	te
وي	oe
سٿ	sth
کي	khe
الوداع	alodaa
چيو،	chayo,
جنهن	jahin
بعد	baad
”سنڌ	"sindh
فنڪار	fanukaar
ويلفيئر	welfeeir
ٽرسٽ“	ttrstt"
کي	khe
وقت	wakt
ڏئي	dai
رهيو	rahiyo
آهي.	ahe.
</s>	</s>
اوڀر	obhar
آفريقا	aafreka
جي	je
ڪناري	kinaare
تي	te
جڏهن	jadahin
حبشي	hbshe
ٻارن	baaran
رچرڊ	rchrd
برٽن	brtin
کي	khe
ڏٺو	ditho
ته	ta
دانهون	dunahon
ڪرڻ	karanu
لڳا	laga
ته	ta
”هن	"hin
اڇي	achhe
ماڻهوءَ	manhoa
کي	khe
ڏسو،	diso,
هي	he
اڇي	achhe
باندر	bandar
جهڙو	jahro
نٿو	natho
لڳي؟“	lage?"
</s>	</s>
ڊگهي	dghe
شيرواني،	sherounae,
ڪوٽ،	kotu,
کاڌي	khaate
جي	je
اڇي	achhe
شلوار	shlwaar
۽	aen
بلوچي	baloche
-ٽوپي-	-ttope-
پائيندو	piando
هو.	ho.
</s>	</s>
سنڌي	sindhi
ائسوسيئيشن	aiswaseieshn
آف	aaf
نارٿ	narth
۽	aen
سائوٿ	saaioth
ڪارولينا	kaarwalidna
</s>	</s>
پر	para
خوشيءَ	khushia
جي	je
موقعن	mokan
جھڙوڪ	jhdrok
شادين	shaadin
وغيره	wagaira
جي	je
تقريبن	tkrebin
۾	men
’سانگ‘	'saang'
کي	khe
اوليت	awalet
ڏني	dini
ويندي	wende
آهي.	ahe.
</s>	</s>
38	38
ــــ	-
درد	dard
نامو/	namo/
ترجمو؛	tarjimu;
قاضي	qaazi
علي	ali
اڪبر	akbar
درازي.	draaze.
</s>	</s>
مثال	misal
طور:	toru:
گڏيل	gadiyal
قومن	qomun
جي	je
سيڪريٽري	sekretrai
جنرل	janeral
کي	khe
مليل	milyal
اختيارن	ikhtiyaarn
۽	aen
انهن	unhan
جي	je
اثرن	asarun
کي	khe
ڄاڻڻ	jaananr
کان	khan
پوءِ	poi
خبر	khabara
پوندي	pawandi
ته	ta
اداري	idaare
جو	jo
سيڪريٽري	sekretrai
جنرل	janeral
ڪهڙو	kahro
۽	aen
ڪئي	kai
ڪٿي	kithe
پنهنجو	panhinjo
ڪردار	kirdaar
ادا	adaa
ڪري	kare
سگهي	saghe
ٿو.	tho.
</s>	</s>
مولوي	molvi
صاحب،	saahiba,
باوجود	bawajud
فقيريءَ	faqirea
جي،	je,
وڏي	wade
شان	shuna
شوڪت	shokt
سان،	saan,
ٻين	biyan
پيرانِ	peerunai
طريقت	trekt
وانگر،	wangur,
جَبي	jabe
۽	aen
دستار	dsataar
سان،	saan,
پاڻ	paan
کي	khe
مافي	mafee
(ڏوليءَ)	(dwalida)
۾	men
کڻائيندو	khnriando
هو.	ho.
</s>	</s>
القاب‘	alkab'
ڪڏهن	kadahin
خود	khood
پنهنجي	pahinje
’حڪومت‘	'hukumat'
جي	je
طرفان	tarfaan
ڏنا	dinaa
وڃن	wajan
ٿا،	thaa,
۽	aen
ڪڏهن	kadahin
ٻاهريون	baahireon
حڪومتون	hukumaton
ڏين	dinu
ٿيون،	thiyun,
ڪڏهن	kadahin
ادارن	adaarn
جي	je
طرفان	tarfaan
پيش	peshu
ڪيا	kayaa
وڃن	wajan
ٿا.	thaa.
</s>	</s>
مئي	may
2017ع	2017a
۾	men
ٽامل	ttamil
ناڊو	nado
مان	maan
ملندڙ	milanddr
ڀانءُ	bhunau
جن	jin
۾	men
تير	ter
جا	jaa
نشان	nishaan
هئا،	huwa,
انهن	unhan
کي	khe
موهن	mohan
جي	je
ڌڙي	dhdre
مان	maan
مليل	milyal
ساڳي	saage
قسم	qasam
جي	je
نشانين	nishaanen
جي	je
يادگيري	yaadgere
قرار	qaraar
ڏنو	dino
وڃي	waji
ٿو.	tho.
</s>	</s>
پاڪستان	pakistan
جو	jo
سپريم	sparem
ڪورٽ	kortt
</s>	</s>
ھر	har
ميمبر	member
اسيمبلي	asemble
جي	je
مدي	mde
،	,
وفات	wafaata
۽	aen
استعفیٰ	asataafa
تائين	taaen
برقرار	brqaraar
رھندو	rhinado
آھي.	aahe.
</s>	</s>
ھن	hin
قسم	qasam
جي	je
شاعريءَ	shaairia
تي	te
مڪمل	mukamil
فارسي	faarsi
اثر	asaru
ھو.	ho.
</s>	</s>
گهڻي	ghani
وڻڪار	wanukaar
اترئين	utarien
۽	aen
اولاهين	olaahen
پهاڙي	phaadre
علائقي	ilaiqe
۾	men
آهي.	ahe.
</s>	</s>
رئيس	rais
غلام	ghulaamu
محمد	muhammad
خان	khanu
ڀرڳڙيءَ	bhargdrea
جي	je
1924ع	1924a
۾	men
وفات	wafaata
کان	khan
پوءِ،	poi,
پاڻ	paan
ان	una
جاءِ	jaai
تان	taan
مرڪزي	markazi
اسيمبليءَ	asemblia
جو	jo
ميمبر	member
چونڊجي	chundaje
ويو	wayo
۽	aen
ڪيترن	ketran
سالن	salan
تائين	taaen
ميمبر	member
رهي،	rahe,
ملڪ	mulku
جي	je
خدمت	khidmat
ڪيائين.	kayain.
</s>	</s>
فقط	faqat
اٽي	ate
پيهڻ	pehnr
جون	joon
چڪيون،	chkayun,
هڪ	hiku
ٻه	baa
بسڪوٽ	baskotu
ٺاهڻ	thaahinu
جا	jaa
ڪارخانا،	kaarkhanua,
هڪ	hiku
اڌ	adhu
شراب	shrab
ٺاهڻ	thaahinu
۽	aen
بناسپتي	binaaspte
گيھ	geh
جا	jaa
ڪارخانا	kaarkhanua
هئا.	huwa.
</s>	</s>
روشن	roshan
آرا	aara
کي	khe
خبر	khabara
پيئي،	piei,
تنهن	tanhin
راڻيءَ	raania
کي	khe
منهن	munhin
تي	te
ڏاڍي	daadhi
چماٽ	chmatt
هنئي.	hinaie.
</s>	</s>
ڪلهوڙن	kulhodrn
جي	je
بدانتظاميءَ	bdunatzamea
۽	aen
بيرحميءَ	berhmea
مان	maan
به	bi
کيس	khes
چڱو	chagu
حصو	hiso
مليو	milyo
هو.	ho.
</s>	</s>
۽	aen
ان	una
ڪري	kare
تمام	tamam
گهڻا	ghanaa
عالم	aalam
وقت	wakt
توهان	tawhan
جي	je
سخت	sakht
خلاف	khilaaf
هيا۔	huya-
</s>	</s>
هالا	halala
</s>	</s>
سردار	sardaar
ڄام	jaamu
تماچي	tmache
سينيٽر	seenettr
،	,
صوبائي	sobaie
اسيمبلي	asemble
جو	jo
ميمبر،	member,
۽	aen
هن	hin
وقت	wakt
پبلڪ	pbalik
اڪائونٽس	akaaiontts
ڪاميٽي	kaamete
سنڌ	sindh
جو	jo
چيئرمين	cheirmen
آهي.	ahe.
</s>	</s>
آذربائيجان	Azerbaijan
</s>	</s>
يوناني	eonunae
خيال	khayaalu
پرست	parasata
ڏاهن،	dahina,
خاص	khaas
ڪريافلاطون	kareaflaaton
نظريو	nazaraeo
ڏنو	dino
ته	ta
شاعري،	shaairi,
ڊرامو،	draamo,
۽	aen
ٻيو	biyo
ادب	adabu
نقل	nkl
جو	jo
به	bi
نقل	nkl
آهي.	ahe.
</s>	</s>
شاهه	shah
بيگ	beg
-جنگ-	-jang-
۾	men
هميشه	hameshaa
اڳيان	agyan
رهندو	rahando
هو.	ho.
</s>	</s>
اهو	uho
وڻ	wanu
ڪنڊي	kundae
جيڏو	jedo
درخت	darukht
نٿو	natho
ٿئي	thiay
۽	aen
سندس	sandas
ٿڙ	thdr
خواه	khoah
ڏار	dar
بلڪل	bilkul
ڏنگا	dnga
ڦڏا	phda
ٿيندا	thindaa
آهن.	ahin.
</s>	</s>
رائو	raio
سنڌو	sindhu
لکت	lakht
جي	je
ڀاڃ	bhanj
جو	jo
دعويدار	daoedar
آهي،	ahe,
هن	hin
لکت	lakht
کي	khe
فونيقي	foneke
لپي	lpe
سان	saan
ڀيٽائي	bhettaie
۽	aen
مختلف	mukhtalif
نشانين	nishaanen
کي	khe
آواز	aawazu
پڻ	pinu
ڏنا.	dinaa.
</s>	</s>
نيپئر	nepir
ميرن	meeran
جي	je
هڏ	hd
ڏوکي	dokhe
۽	aen
دوست	dost
آئوٽرام	aaiwatiraam
جي	je
سالاريءَ	saalaarea
هيٺ	heth
200	200
سپاهين	spuhen
جو	jo
دستو	dsto
ڦليليءَ	phlelea
لڳ	lagu
ميرن	meeran
جي	je
شڪار	shikaar
گاهه	gaahu
کي	khe
باهيون	bahuyun
ڏيڻ	diyan
لاءِ	laai
موڪليو.	mokliyo.
</s>	</s>
رحيم	rhem
صلي	Sal
الله	lallaahu
عليه	Alaihi
وسلم	Wasallam
</s>	</s>
بنگال	bingal
۾	men
تمام	tamam
گهڻو	ghano
ٿيندو	thindo
آهي	ahe
۽	aen
مئي	may
جي	je
وچ	wich
ڌاري	dhaare
گل	gul
ڪندو	kando
آهي.	ahe.
</s>	</s>
اي	ae
مؤلف!	mlf!
</s>	</s>
بلاول	blawal
زرداري	zrdare
جو	jo
نالو	naalo
تبديل	tbdel
ڪري	kare
بلاول	blawal
ڀٽو	bhuto
زرداري	zrdare
۽	aen
جماعت	jamaat
جو	jo
سربراھ	sirbrah
نامزد	namzd
ڪيو.	kayo.
</s>	</s>
وجدائي	ojudaaie
يعني	yaini
اهڙي	ahre
محبت	muhabat
جا	jaa
قدرتي	qudrate
طور	toru
تي	te
پيدا	pedaa
ٿيندي	thindi
هجي،	huje,
جنهن	jahin
کي	khe
ٻين	biyan
لفظن	lafuzan
۾	men
نطري	ntre
محبت	muhabat
به	bi
چئجي	chije
ٿو	tho
اهڙيءَ	ahria
محبت	muhabat
لاءِ	laai
جيئن	jian
ٿڌ	thdh
تيئن	tian
وڌ	wadh
وارو	waro
مثال	misal
پوريءَ	poria
ريت	reeta
ٺهڪي	thhikue
اچي	ache
ٿو.	tho.
</s>	</s>
جر	jr
جيرو:	jero:
</s>	</s>
هنن	hunan
جي	je
پاڙ	padr
جي	je
مٽي	mte
وقت	wakt
بوقت	bwakt
ضرور	zaroor
مٽائڻ	mttainr
گهرجي.	ghurje.
</s>	</s>
پاڻ	paan
ننڍپڻ	nndhpinu
کان	khan
ئي	ie
ڄمندي	jmande
ڄام	jaamu
هو.	ho.
</s>	</s>
هن	hin
ڪتاب	kitaab
جو	jo
مصنف	musanif
خواجه	khawajaa
سلطان	sultaan
علي	ali
فدائي	fdaie
هو.	ho.
</s>	</s>
ھند	hinad
۽	aen
سنڌ	sindh
۾	men
ھندن	hinadn
۽	aen
ٻين	biyan
مذھبن	mzhbin
وارن	waaran
کي	khe
مسلمان	musalman
ٿيڻ	thiyan
تي	te
اھو	iho
آبرو	aabro
وارو	waro
نالو	naalo
ڏيندا	dindaa
آھن.	aahin.
</s>	</s>
انسائيڪلوپيڊيا	unasaaiekulopedyaa
سنڌيانا​	sindhiunaa
وڪيپيڊيا​	okepedyaa
</s>	</s>
سنڌ	sindh
۾	men
ڌارين	dhaaren
جو	jo
انگ	anga
49	49
سيڪڙو	sekro
۽	aen
سنڌي	sindhi
ماڻهن	manhun
جو	jo
انگ	anga
51	51
سيڪڙو	sekro
تي	te
وڃي	waji
بيٺو	bitho
آهي.	ahe.
</s>	</s>
مهراڻي	mehraane
جي	je
رکوالي	rkhoale
به	bi
هنن	hunan
حوالي	hawale
آهي.	ahe.
</s>	</s>
پهريون	pahriyun
مذهبي	mazhabi
گروه	groh
برهمڻ	brhamnr
،	,
جيڪي	jeke
علم	ilimu
۽	aen
مذهب	mazhab
جا	jaa
رکوالا	rkhoalaa
هيا.	huya.
</s>	</s>
ورهاڱي	orhaange
کان	khan
اڳ	agu
محمد	muhammad
-امين	-amen
کوسو-،	khwaso-,
شهيد	shaheed
-الله-	-allah-
بخش	bakhsh
جو	jo
هر	har
موقعي	moqe
تي	te
مددگار	madadgar
۽	aen
معاون	maon
رهيو.	rahiyo.
</s>	</s>
سنڌ	sindh
وارن	waaran
کي	khe
چشتي	chshte
طريقي	tareqe
سان	saan
ڪو	ko
به	bi
چاهه	chahh
نه	na
رهيو.	rahiyo.
</s>	</s>
ڇاپو	chhapo
پهريون،	pahriyun,
منگترام	mangtraam
بيگراج،	begraj,
البرٽ	albrtt
پرنٽنگ	printing
پريس،	press,
سکر	sakhar
مان	maan
سال	saala
1912ع	1912a
۾	men
ڇپايو.	chhpaeo.
</s>	</s>
جديد	jadid
دور	doru
۾	men
ادب	adabu
جي	je
معنيٰ	maina
مخصوص	mkhsos
قرار	qaraar
ڏني	dini
وئي	wai
.	.
</s>	</s>
ارميلا	Urmilla
ڪانتيڪر	Kanetkar
</s>	</s>
يعني	yaini
جڏهن	jadahin
چنڊ	chandu
جي	je
پهرين	pahrin
تاريخ	taarikha
هوندي	hondi
آهي	ahe
ته	ta
صفا	sfa
هلڪي	hlke
ڪريسنٽ	karesantt
واري	ware
شڪل	shakal
نظر	nazara
ايندي	ende
آهي	ahe
۽	aen
چوڏهين	chodhen
تاريخ	taarikha
تائين	taaen
مڪمل	mukamil
چنڊ	chandu
جي	je
شڪل	shakal
نظر	nazara
ايندي	ende
آهي	ahe
۽	aen
جيئن	jian
جيئن	jian
چنڊ	chandu
جي	je
تاريخ	taarikha
اڳتي	agte
ويندي	wende
آهي،	ahe,
اها	uha
شڪل	shakal
وري	wari
گهٽجي	ghatje
ويندي	wende
ِآهي.	iahe.
</s>	</s>
شاه	shaah
دنيا	duniyaa
جو	jo
هر	har
هڪ	hiku
جزو	jzo
پنهنجي	pahinje
حڪيماڻيءَ	hakimunuea
اک	akh
سان	saan
ڏسي	disi
ٿو،	tho,
۽	aen
خسيس	khses
خسيس	khses
شين	shayun
مان	maan
پڻ	pinu
اخلاقي	akhlaake
سبق	sbk
وٺي،	wathee,
ان	una
کي	khe
دلچسپ	dilchsp
۽	aen
خوبصورت	khubsurat
لباس	lbas
پهرائي،	pharaie,
پڙندڙ	pdrnddr
جي	je
اڳيان	agyan
پيشڪ	peshuk
ري	re
ٿو.	tho.
</s>	</s>
هيءُ	heu
ڪتاب،	kitaab,
ڀائيبند	bhaieband
پرنٽنگ	printing
پريس،	press,
حيدرآباد	hyderabad
مان	maan
سال	saala
1937ع	1937a
۾	men
ڇپايو.	chhpaeo.
</s>	</s>
شيخ	shaikh
محمد	muhammad
قادر	kadaru
کي	khe
جيڪو	jeko
به	bi
چڱو	chagu
نوجوان	nojawan
نظر	nazara
آيو،	aayo,
تنهن	tanhin
جي	je
سرپرستي	sirpraste
۽	aen
حوصله	hoslh
افزائي	afzaie
ڪيائين.	kayain.
</s>	</s>
آخياب	aakhyaab
جي	je
زال،	zaala,
حضرت	hazrat
ايلياه	aelyaah
جي	je
دشمن	dushman
ٿي	thi
پئي،	paee,
جنهنڪري	jahinkare
پاڻ	paan
اتان	utaan
نڪري	nikre
ڪوهه	kohh
سينا	seena
ڏانهن	daanhan
هليو	halyo
ويو.	wayo.
</s>	</s>
”هتي	"hite
هڪ	hiku
گروهه	grohh
(سنڌ	(sindh
جا	jaa
هندو)	hindu)
آهي،	ahe,
جيڪو	jeko
گڏجي	gadji
کائڻ	khain
کي	khe
عيب	aeb
سمجهندا	smjhanda
آهن،	ahin,
۽	aen
هر	har
هڪ	hiku
جدا	judaa
جدا	judaa
کائيندو	khiando
آهي،	ahe,
انهن	unhan
ماڻهن	manhun
جو	jo
هڪ	hiku
گروهه،	grohh,
جيڪو	jeko
سو	so
ماڻهن	manhun
تي	te
مشتمل	mushtamil
هو،	ho,
جڏهن	jadahin
سيراف	seraf
آيو.	aayo.
</s>	</s>
6	6
سيپٽمبر	september
–	-
انگريزن	angrezan
اعلان	ailaan
ڪيو	kayo
ته	ta
سنڌ	sindh
۾	men
نوڪري	nokri
صرف	sirf
ان	una
کي	khe
ڏني	dini
ويندي	wende
جنهن	jahin
کي	khe
سنڌي	sindhi
ٻولي	boli
ڳالهائڻ	gaalhainu
اچي.	ache.
</s>	</s>
هن	hin
وقت	wakt
تائين	taaen
ٿر	thar
۾	men
9100	9100
چورس	chors
ڪلوميٽرن	kulomettrn
کان	khan
مٿي	mathe
ايراضيءَ	aerazea
۾	men
224	224
ڊرل	drl
سوراخ	soorakh
ڪيا	kayaa
ويا	wiya
آهن	ahin
۽	aen
مجموعي	mjmoae
طور	toru
ٿر	thar
مان	maan
175	175
ارب	arb
ٽن	tin
ڪوئلي	koile
ملڻ	milan
جو	jo
اندازو	andaazo
لڳايو	lagaeo
ويو	wayo
آهي،	ahe,
جنهن	jahin
سان	saan
دنيا	duniyaa
۾	men
ڪوئلي	koile
جي	je
پيداوار	pedaawaar
وارن	waaran
ملڪن	mulkan
۾	men
پاڪستان	pakistan
ستون	stun
نمبر	nambaru
وڏو	wado
ملڪ	mulku
شمار	shmar
ٿيندو.	thindo.
</s>	</s>
هنن	hunan
وڏيو	wadeo
آڳياري	aagyaare
تيار	tayaar
ڪييون،	keeon,
جن	jin
۾	men
باهه	baahi
کي	khe
سدائين	sadaain
روشن	roshan
رکيو	rakhiyo
ويندو	windo
هو.	ho.
</s>	</s>
واچ	oaach
سدائين	sadaain
ٻڌل	badhal
هوندي	hondi
هئس.	huwas.
</s>	</s>
فقرائي	fkraie
لڏو	ldo
يڪتاري	ektare
سان	saan
ڏنڊو	dndo
ضرور	zaroor
رکي،۽	rakhe,aen
سچ	sach
ته	ta
ڪافين	kaafin
۾	men
ڏنڊو	dndo
لئي	lie
به	bi
ڪري	kare
ٿو.	tho.
</s>	</s>
آبادي	aabade
جو	jo
ٽيون	tiyun
حصو	hiso
شھر	shhar
۾	men
رھي	rahe
ٿو.	tho.
</s>	</s>
تمام	tamam
صفحا	sufhaa
جن	jin
جي	je
شروع	Shuru
۾	men
"سنڌي"	"sindhi"
</s>	</s>
”سفينة	"sfeent
الاولياءَ“	alawalyaaa"
جي	je
بيان	bayaan
مطابق	mutaabiqu
شيخ	shaikh
بايزيد	baezed
هڪ	hiku
سؤ	sao
تيرهن	terahan
طريقن	trekn
جي	je
رهنمائن	rahanmain
کان	khan
فيض	fez
حاصل	haasil
ڪيو.	kayo.
</s>	</s>
هن	hin
ڏينهن	denhan
جو	jo
گرھ	grh
مريخ	marikh
آهي.	ahe.
</s>	</s>
سنڌي	sindhi
سرڪل	sirkul
آف	aaf
نيويارڪ	newiyark
</s>	</s>
جينت	jent
ريلواڻيءَ	relounuea
جو	jo
آخري	aakhiri
ڪتاب	kitaab
سندس	sandas
سالن	salan
جي	je
تحقيق	tahqeeq
تي	te
مشتمل	mushtamil
آهي،	ahe,
جنهن	jahin
۾	men
هن	hin
پراڻن	paraunun
آثارن	aasarn
۽	aen
اهڃاڻن	ahnjunun
مان	maan
هٿ	hathu
آيل	aayal
شين	shayun
جي	je
بنيادن	bunyaadn
تي	te
سنڌ	sindh
جي	je
تاريخ	taarikha
۽	aen
تهذيب	tahzib
تي	te
تفصيلي	tafsile
مواد	mawaadu
ڏنو	dino
آهي.	ahe.
</s>	</s>
شاهه	shah
لطيف	latif
هي	he
لفظ	lafuzu
رسالي	risaale
۾	men
هن	hin
ريت	reeta
ڪم	kam
آندو	aando
آهي:	ahe:
جهنگل	jhinagul
آهيڙين	ahedren
ري،	re,
ڀَنڻ	bhannr
ڪيو	kayo
رُوندو.	ruondo.
</s>	</s>
نارنگيءَ	narangea
کي	khe
انگريزيءَ	angrezia
۾	men
آر	aar
ينج	enj
چوندا	chawandaa
آهن.	ahin.
</s>	</s>
1041هه/1631ع	1041hh/1631a
۾	men
فتح	fateh
محمد	muhammad
نالي	naale
هڪ	hiku
برک	brkh
سنڌي	sindhi
عالم	aalam
جيڪو	jeko
پاڻ	paan
هندوستان	hinadostuna
جي	je
شهر	shahru
برهانپور	brhunapur
جو	jo
رهاڪو	rhaako
هو،	ho,
پر	para
جنهن	jahin
جا	jaa
وڏا	wadaa
سنڌ	sindh
جي	je
شهر	shahru
-پاٽ-	-patt-
(موجوده	(mojudah
ضلعي	zilay
دادو)	dado)
جا	jaa
هئا،	huwa,
تنهن	tanhin
فارسيءَ	faarsia
۾	men
’مفتاح	'mftah
الصلواة‘	alsloat'
(نماز	(nimaaz
جي	je
ڪنجي)	kanje)
نالي	naale
ڪتاب	kitaab
لکيو،	likhiyo,
جيڪو	jeko
مشهور	mashuru
ٿيو	thiyo
۽	aen
مڪتبن،	mkutibn,
مدرسن	mdarusan
۾	men
پڙهايو	pdrhaaeo
ويو.	wayo.
</s>	</s>
سنڌي	sindhi
ڪهاڻيءَ	kahania
۾	men
ڪيترن	ketran
ڪهاڻيڪارن	kahanikaarn
امرجليل	amrjlel
۽	aen
جمال	jmaal
ابڙي	abdre
جو	jo
اثر	asaru
قبوليو	qabooleo
يا	yaa
انهن	unhan
جي	je
تحرير	threr
مان	maan
اتساهه	atsaahu
ورتو	warto
آهي.	ahe.
</s>	</s>
اسان	asan
کي	khe
ان	una
تي	te
ڪا	kaa
به	bi
ارهائي	arhaaie
نه	na
هئڻ	huwan
گهرجي	ghurje
ته	ta
هو	ho
پنهنجي	pahinje
ٻولي	boli
ڇو	chho
ٿا	thaa
ڳالهائين	gaalhaen
يا	yaa
پنهنجو	panhinjo
لباس	lbas
ڇو	chho
ٿا	thaa
پائين	pian
۽	aen
پنهنجو	panhinjo
ذيلي	zele
ڌار	dhaara
ڪلچر	kulchr
ڇو	chho
ٿا	thaa
رکن.	rakhan.
</s>	</s>
اسلامي	islaami
دور	doru
جي	je
هيءَ	hia
مزار	mzar
ڳوٺ	gothu
-اميناڻي-،	-amenunue-,
شهر	shahru
دادو	dado
کان	khan
-اٺ-	-uthu-
ميل	mel
اوڀر-	obhar-
ڏکڻ	dakhanu
ڪنڊ	kunda
تي	te
دادو	dado
ڪئنال	kinal
جي	je
وٽ	wati
سان	saan
آهي.	ahe.
-امير-	-amir-
پير	peer
کي	khe
”راجل	"rajl
وير“	oer"
ڪري	kare
سڏيندا	sdindaa
آھن.	aahin.
</s>	</s>
”نار	"nar
نالي	naale
ڪاڻ،	kaanr,
مِٽيءَ	mitea
جي	je
ٿي	thi
پيئي.“	piei."
</s>	</s>
ان	una
جي	je
باوجود	bawajud
ھن	hin
جو	jo
درجه	darujh
حرارت	hraratu
ڪاٽو	kaatto
180	180
آھي.	aahe.
</s>	</s>
ڄام	jaamu
نندو	nndo
گفتار	gftar
جو	jo
سچو،	sacho,
سٺو	sutho
منتظم،	mantzm,
جري	jre
۽	aen
خوش	khush
مزاج	mzaj
سلطان	sultaan
هو.	ho.
</s>	</s>
آڱوٺو	aangotho
انساني	insaani
پنجي	panje
جو	jo
نهایت	naat
اهم	ahim
جزو	jzo
آهي۔	ahe-
</s>	</s>
اهڙي	ahre
طرح	taraha
سياسي	siyasi
ڳانڍاپو	gunadhapo
سياسي	siyasi
سرشتي	sirshte
کي	khe
سگهارو	sghaaro
ڪري	kare
سٺن	sthn
فيصلن	feesln
ڪرڻ	karanu
سان	saan
گڏ	gadu
سياسي	siyasi
برادري	bradarue
جوڙڻ	jodrnr
۾	men
مددگار	madadgar
ٿئي	thiay
ٿو.	tho.
</s>	</s>
هي	he
روزاني	rozunae
اخبار	akhbar
هئي،	hui,
1940ع	1940a
ڌاري	dhaare
حاجي	haaji
الله	allah
بخش	bakhsh
سومري	somari
جي	je
سرپرستيءَ	sirprastea
هيٺ	heth
نڪرندي	nkarnde
هئي،	hui,
گوبند	goband
مالهي	maalhe
۽	aen
قادر	kadaru
بخش	bakhsh
اخبار	akhbar
جا	jaa
مددگار	madadgar
هئا.	huwa.
</s>	</s>
آگسٽ	aagast
۽	aen
سيپٽمبر	seputumbr
۾	men
ميوو	meoo
پچندو	pchando
آهي.	ahe.
</s>	</s>
پر	para
جڏھن	jadahin
ھن	hin
خوبصورتي	khubsurate
کي	khe
زبردستي	zbrdste
طاھر	tahar
خان	khanu
سان	saan
پرڻايو	paranraeo
وڃڻ	wajan
لڳو	lago
ته	ta
صاحبہ	saahibaa
پنھنجي	pahinje
محبت	muhabat
مرزا	mirzaa
کي	khe
ڪامو	kaamo
براھيم	bruhem
جي	je
زباني	zibaani
پيغام	pegam
موڪليو.	mokliyo.
</s>	</s>
سنڌ	sindh
۾	men
جيڪي	jeke
پکي	pakhi
ملن	milan
ٿا،	thaa,
انهن	unhan
مان	maan
ڪن	kan
کي	khe
خشڪيءَ	khshkea
وارا	waraa
پکي	pakhi
چئجي	chije
ٿو،	tho,
جيڪي	jeke
گهڻو	ghano
ڪري	kare
وڻن	wanan
۾	men
پنهنجا	pahinjaa
آکيرا	aakherua
ٺاهين،	thaahen,
اتي	ute
ئي	ie
رهن	rahan
۽	aen
آنا	aana
لاهين،	laahen,
جن	jin
۾	men
جهرڪي،	jharke,
ڪَٻَرَ،	kabara,
ڳيرو	gero
۽	aen
ڪبوتر	kbotr
قابل	qaabil
ذڪر	zikiru
آهن.	ahin.
</s>	</s>
اها	uha
ننڍي	nandhi
ڇاڙهه	chhaadrhh
روهڙيءَ	rohdrea
کان	khan
پنجيتاليهه	panjetalehh
ميل	mel
ڏکڻ	dakhanu
اولهه	olaha
کان	khan
درياه	daruyaah
مان	maan
ڇڄندي	chhjnde
هئي.	hui.
</s>	</s>
بارباڊوس	baarbadwas
جي	je
واحد	oahada
شھر	shhar
جو	jo
نالو	naalo
برج	brj
ٽائون	ttaion
آھي	aahe
۽	aen
يارھن	yaarhin
ضلعن	zlan
جا	jaa
نالا	naalaa
آھن:	aahin:
ڪرسچن	karsachn
چرچ،	chrch,
سينٽ	seentt
اينڊريو،	aendreo,
سينٽ	seentt
جارج،	jaarj,
سينٽ	seentt
جيمز،	jemz,
سينٽ	seentt
جان،	jaan,
سينٽ	seentt
جوزف	jozf
،	,
سينٽ	seentt
لوسي،	lwase,
سينٽ	seentt
ميخائيل،	mekhaiel,
سينٽ	seentt
پيٽر،	petur,
سينٽ	seentt
فلپ،	flp,
۽	aen
سينٽ	seentt
ٿامس.	thaamasa.
</s>	</s>
ڪاري	kaari
رنگ	rang
تي	te
خوشبودار	khushbodar
ڪاٺي	khaathue
ٿيندي	thindi
آهي.	ahe.
</s>	</s>
اُبنٽو	aubintto
ڪولا،	kolaa,
هڪ	hiku
پيئڻ	pian
جي	je
مشروب	mshrob
</s>	</s>
مڱڻهار	mngnrhaar
فقير	faqir
شاديءَ	shaadia
مراديءَ	muraadea
دس	ds
۾	men
پهرين	pahrin
۽	aen
آخر	aakhir
۾	men
ڌمال	dhmaal
ضرور	zaroor
وڄائين	ojian
سنڌ	sindh
۾	men
ته	ta
ڌمال	dhmaal
قلندر	klndaru
جي	je
نوبت	nobt
کي	khe
چون.	chawan.
</s>	</s>
هن	hin
جو	jo
پراڻو	paraunuo
پيٽ	petu
باقي	baaqi
ٿورو	thoro
وڃي	waji
بچيو	bchayo
آهي.	ahe.
</s>	</s>
جيڪو	jeko
ماڻهو	manhun
رڳو	rugo
اڪال	akaal
پرک	parakh
کي	khe
مڃي	mnje
ٿو،	tho,
اهو	uho
ئي	ie
”-اڪالي-“	"-akaale-"
ڪوٺجي	kothje
ٿو.	tho.
</s>	</s>
روئي	rwai
رت	ratu
گاڏهون،	gadhon,
ڇپر	chhpara
۾	men
ڇوري-	chhwari-
وغيره	wagaira
</s>	</s>
موجوده	mojudah
غير	geru
اسلامي	islaami
قانونن	qaanoonn
کي	khe
مرحليوار	mrhlewaar
اسلامي	islaami
سانچي	saanche
۾	men
آندو	aando
ويندو.	windo.
